startdate,VPCode,VPNr,Exp,HMI,Alter,Geschlecht,Nation,NationGeb,NationGeb2,Farbfehlsichtigkeit,Farbfehlsichtigkeit2,Erfahrung,KilometerJahr,Vorwissen,FAS.CC,FAS.ACC,FAS.LKA,FAS.NoFAS,OftCC,AutomarkeCC,OftACC,AutomarkeACC,OftLKA,AutomarkeLKA,VSM01,VSM02,VSM03,VSM04,VSM05,VSM06,VSM07,VSM08,VSM09,VSM10,VSM11,VSM12,VSM13,VSM14,VSM15,VSM16,VSM17,VSM18,VSM19,VSM20,VSM21,VSM22,VSM23,VSM24,UsabFact01,UsabFact02,UsabFact03,UsabFact04,UsabFact05,UsabFact06,UsabFact07,UsabFact08,UsabFact09,UsabFact10,UsabFact11,UsabFact12,UsabFact13,UsabFact14,UsabFact15,UsabFact16,UsabFact17,UsabFact18,UsabFact19,UsabFact20,UsabFact21,UsabFact22,UsabFact23,UsabFact24,TPComments_PreQ,Wetter,Licht,SehhilfeAuto,SehhilfeLesen,SehhilfeAutoJetzt,SehhilfeLesenJetzt,TC01_LevelSel,TC01_LevelOthers,TC01_ChangeAvail,TC01_ChangeAvailSel,TC01_ChangeAvailOthers,TC01_HandsOffAllow,TC01_EmailsAllow,TC01_ER,TC01_RemarksTP,TC01_RemarksTL,TC02_LevelSel,TC02_LevelOthers,TC02_ChangeAvail,TC02_ChangeAvailSel,TC02_ChangeAvailOthers,TC02_HandsOffAllow,TC02_EmailsAllow,TC02_ER,TC02_RemarksTP,TC02_RemarksTL,TC03_LevelSel,TC03_LevelOthers,TC03_ChangeAvail,TC03_ChangeAvailSel,TC03_ChangeAvailOthers,TC03_HandsOffAllow,TC03_EmailsAllow,TC03_TransProblems,TC03_TransProblemsOthers,TC03_ER,TC03_RemarksTP,TC03_RemarksTL,TC04_LevelSel,TC04_LevelOthers,TC04_ChangeAvail,TC04_ChangeAvailSel,TC04_ChangeAvailOthers,TC04_HandsOffAllow,TC04_EmailsAllow,TC04_ER,TC04_RemarksTP,TC04_RemarksTL,TC05_LevelSel,TC05_LevelOthers,TC05_ChangeAvail,TC05_ChangeAvailSel,TC05_ChangeAvailOthers,TC05_HandsOffAllow,TC05_EmailsAllow,TC05_TransProblems,TC05_TransProblemsOthers,TC05_ER,TC05_RemarksTP,TC05_RemarksTL,TC06_LevelSel,TC06_LevelOthers,TC06_ChangeAvail,TC06_ChangeAvailSel,TC06_ChangeAvailOthers,TC06_ChangeAvailReasonSel,TC06_ChangeAvailReasonOthers,TC06_HandsOffAllow,TC06_EmailsAllow,TC06_ER,TC06_RemarksTP,TC06_RemarksTL,TC07_LevelSel,TC07_LevelOthers,TC07_ChangeAvail,TC07_ChangeAvailSel,TC07_ChangeAvailOthers,TC07_HandsOffAllow,TC07_EmailsAllow,TC07_ER,TC07_RemarksTP,TC07_RemarksTL,TC08_LevelSel,TC08_LevelOthers,TC08_ChangeAvail,TC08_ChangeAvailSel,TC08_ChangeAvailOthers,TC08_HandsOffAllow,TC08_EmailsAllow,TC08_ER,TC08_RemarksTP,TC08_RemarksTL,TC09_LevelSel,TC09_LevelOthers,TC09_ChangeAvail,TC09_ChangeAvailSel,TC09_ChangeAvailOthers,TC09_HandsOffAllow,TC09_EmailsAllow,TC09_TransProblems,TC09_TransProblemsOthers,TC09_ER,TC09_RemarksTP,TC09_RemarksTL,TC10_LevelSel,TC10_LevelOthers,TC10_ChangeAvail,TC10_ChangeAvailSel,TC10_ChangeAvailOthers,TC10_ChangeAvailReasonSel,TC10_ChangeAvailReasonOthers,TC10_HandsOffAllow,TC10_EmailsAllow,TC10_TransProblems,TC10_TransProblemsOthers,TC10_ER,TC10_RemarksTP,TC10_RemarksTL,TC11_LevelSel,TC11_LevelOthers,TC11_ChangeAvail,TC11_ChangeAvailSel,TC11_ChangeAvailOthers,TC11_HandsOffAllow,TC11_EmailsAllow,TC11_TransProblems,TC11_TransProblemsOthers,TC11_ER,TC11_RemarksTP,TC11_RemarksTL,TC12_LevelSel,TC12_LevelOthers,TC12_ChangeAvail,TC12_ChangeAvailSel,TC12_ChangeAvailOthers,TC12_ChangeAvailReasonSel,TC12_ChangeAvailReasonOthers,TC12_HandsOffAllow,TC12_EmailsAllow,TC12_TransProblems,TC12_TransProblemsOthers,TC12_ER,TC12_RemarksTP,TC12_RemarksTL,UMUX01,UMUX02,UMUX03,UMUX04,SUS01,SUS02,SUS03,SUS04,SUS05,SUS06,SUS07,SUS08,SUS09,SUS10,Trust,Acceptance,UEQ01,UEQ02,UEQ03,UEQ04,UEQ05,UEQ06,UEQ07,UEQ08,UEQ09,UEQ10,UEQ11,UEQ12,UEQ13,UEQ14,UEQ15,UEQ16,UEQ17,UEQ18,UEQ19,UEQ20,UEQ21,UEQ22,UEQ23,UEQ24,UEQ25,UEQ26,GutGefallen,NichtGefallen,Verbessern,Anmerkungen,AnstrengendWenden,Uebel,SpeechChangeAvailUp.SOCAUpYes.,SpeechChangeAvailUp.SOCAUpNot.,SpeechChangeAvailDow.SOCADoYes.,SpeechChangeAvailDow.SOCADoNot.,SpeechTransition.SOTransYes.,SpeechTransition.SOTransNot.,SpeechTOR.SOTORYes.,SpeechTOR.SOTORNot.,SpeechHOD.SOHODYes.,SpeechHOD.SOHODNot.,SpeechOperationError.SOOpErrYes.,SpeechOperationError.SOOpErrNot.,SpeechAddressing.SOAddressing.,SpeechComments,AllgAnregungen
2021-07-28 11:39:05,BR_RO_4,11,3,HC,40,0,United States,0,,0,,3,1,1,1,1,1,0,2,Audi,2,Audi,4,Audi,2,1,2,2,1,1,2,3,2,3,3,3,3,4,4,2,3,2,3,4,1,2,2,2,5,5,6,5,4,5,5,4,4,4,5,2,0,6,6,4,3,2,5,5,6,1,5,6,,2,1,0,0,NA,NA,1,,0,NA,NA,0,0,1,,,99,Fully automated,1,1,,1,1,3,"Was not intuitive,that I needed to switch on automation myself",,99,Fully automated,1,99,"All available,all symbols solid white now",1,1,0,,1,,,99,Fully automated,0,NA,,1,1,1,,,2,,0,NA,,0,0,0,,1,HO: not certain if I need to have my hands on steering wheel,,2,,1,5,,0,,0,0,1,,,2,,0,NA,,0,0,1,,,2,,1,2,,0,0,1,,,99,Fully automated,0,NA,,1,1,0,,1,,,0,,1,8,,NA,Not noticed,0,0,0,,1,"I would have expected a different type of warning, an audible warning sound. At least the lights started flashing",,99,Fully automated,1,1,,1,1,0,NA,1,,,0,,1,99,Did not notice if the other levels were still available,NA,Dont think so,0,0,0,,1,,,6,1,7,1,5,2,5,1,4,1,4,1,5,2,4,5,6,7,4,2,2,5,6,6,2,3,6,1,6,5,5,5,2,3,1,6,2,7,1,3,2,4,The icons and controls were exactly as I expected.  My first try I was able to engage the automated and assisted driving.,"I am not sure that the button for turning on and off the system is fully needed.  I could imagine simply using the button to change the automation level between the 3 settings would be enough for me. 

Additionally I felt like the the perfect solution for alerting when a need between automated and manual driving is needed wasn't fully achieved.  In the first scenario there was not enough feedback to tell me that I needed to take over control - I could easily imagine not noticing it in time if I were fully distracted.  The second scenario with the beep was alarming, and made me act immediately, but also with some panic.  I believe I hit the breaks immediately, and perhaps that was not needed or could have even been dangerous if i were in traffic.","I could imagine the entire background color of the control area changing colors - it remained black the entire time and it could have turned blue or green for automated driving and turned red if I needed to take action.  Additionally tactitle notification in the stearing wheel or or seat might be intresting as well.  I found the lights on the stearing wheel to not be bright enough during the day light to be of much use, and perhaps there could have been a larger lighting area on the stearing wheel for this type of feedback.","overall I enjoyed the experience.  I think a good HMI will give people comfort when adopting automated driving systems, so I see it as critically important.",1,1,3,2,1,3,1,3,0,4,1,4,1,2,0,,
2021-07-30 07:13:33,CO_MA_12,62,3,LC,40,1,American,0,,0,,1,0,2,1,1,0,0,3,"Acura, Volkswagen, Nissan, Volvo, Dodge, Chevy",2,Volkswagen,NA,,1,1,3,2,2,3,3,1,3,2,1,3,1,3,3,2,3,2,2,4,1,1,3,2,5,6,6,4,5,6,6,4,4,5,5,4,3,4,5,5,4,3,4,4,4,3,3,5,None,0,0,0,0,NA,NA,0,,0,NA,NA,0,0,1,,,0,,1,0,,0,0,1,,,99,Fully automated,0,NA,,1,1,0,,1,,,99,Fully automated,0,NA,,1,1,1,,,2,,0,NA,,0,0,0,,1,"Not sure about the secondary activities, whether they are allowed.",,2,,0,NA,,NA,,0,0,1,,,2,,1,99,"Automated Not available,noticed right at the start",0,0,1,,,2,,0,NA,,0,0,1,,,99,Fully automated,0,NA,,0,0,0,,1,,,0,,1,8,,NA,No,0,0,1,"Wouldnt call it problem,but sometimes I hit the wrong button",5,"After you told me to hit brake,I saw the icons were greyed out",,99,Fully automated,1,1,,1,1,0,NA,1,"Maybe in assisted you can take away hands for one minute or so, but no secondary activity",,0,,1,99,S.b,NA,S.b,0,0,0,,5,"After I hit the ""emergency brake"" the other levels were no longer available; if it was an emergency brake situation,it should have had a sound an should be red. Dont know how long I overlooked that. ",,5,1,7,1,5,1,5,1,5,1,4,1,5,1,5,5,7,7,5,1,1,6,6,4,4,1,6,2,6,6,7,7,3,3,1,7,1,7,1,2,2,6,Its easzy!,Not sure how safe it would be in real life scenarios. ,Perhaps use the color red for fully automated or orange so it is very obvious that you are not in control and should take great care. ,None,2,1,1,4,1,4,1,4,1,4,1,4,1,4,1,"I think it would be beneficial to have the speech output so i can watch the road and do my secondary activity instead of also having to monitor the control panel. Making me have less things to do while in the car. Especially, if I am distracted by children or a spill of coffee ´- voice activation would be ideal to warn me. ",None
2021-07-29 07:21:21,RU_LE_6,12,3,HC,40,1,United State of America,0,,0,,3,0,2,1,0,1,0,1,"Skoda, BMW, VW, Toyota",NA,,1,Skoda,2,1,3,3,2,2,2,3,3,2,3,3,2,3,2,2,3,2,3,4,1,2,3,3,4,4,6,5,3,4,4,4,4,3,4,4,2,3,4,4,3,3,5,5,3,4,5,4,"Some of these things are dependant on the other. For example, with Originality, that only is strongly valuable IF it is also efficient and intuitive. ",2,1,4,4,1,1,0,,0,NA,NA,0,0,1,I usually drive with my knees all the time,,0,,1,1,,0,0,1,,,4,,0,NA,,1,1,0,,3,,,4,,0,NA,,1,1,1,,,2,,0,NA,,0,0,0,,3,,,2,,0,NA,,NA,,0,0,1,"I totally could one hand and write emails,but I know Im not supposed to",,2,,0,NA,,0,0,1,,,2,,0,NA,,0,0,1,,,4,,0,NA,,1,1,0,,1,,,0,,1,8,,0,,0,0,0,,1,,,4,,1,1,,1,1,0,NA,3,,,0,,1,8,,NA,Sensor triggered,0,0,0,,1,,,6,2,6,1,4,1,5,2,4,2,5,1,4,1,3,4,6,6,3,2,4,4,5,4,4,2,4,3,5,5,6,5,3,4,3,5,3,5,2,4,4,6,It was straightforward and clear.,"If there was a large sudden obstruction, I would worry that the alert would not be fast enough to trigger my response...and that my response would not be fast enough.",Louder alert when telling the driver to switch from automation to manual - what if the driver had fallen asleep! It sounds crazy but there are those people who can nap at a moment´s notice...,No,1,1,0,2,0,4,1,2,0,4,1,3,2,2,0,,No
2021-07-29 09:25:24,EM_DA_10,13,3,HC,38,1,US American,0,,0,,4,1,3,1,0,1,0,1,"Nissan, Isuzu, Toyota, Kia",NA,,4,Kia,1,1,2,2,2,3,2,2,3,3,2,3,1,3,3,2,2,2,2,4,1,4,2,3,4,6,6,5,4,5,4,3,4,4,6,5,2,4,5,5,2,2,6,4,4,1,5,6,,1,1,0,0,NA,NA,0,,0,NA,NA,0,0,1,,,0,,1,1,,0,0,1,,,99,Automatic,0,NA,,1,1,1,"A little, took me a second to realize that I needed to use the up and down arrow to switch to automated",3,,,99,Automatic,0,NA,,1,1,1,,,2,,0,NA,,0,0,0,,1,,,2,,1,5,,NA,Didnt notice,1,1,2,I think Icon says Im allowed to have hands loose or close by,,2,,0,NA,,1,1,1,,,2,,1,2,,1,1,1,,,99,Automatic,0,NA,,1,1,0,,1,,,0,,1,8,,NA,Emergency brake,0,0,0,,2,"A lot comfortable with automated driving than I thought I would be.but I didnt know what emergency brake means, for us its the hand brake",,99,Automatic,1,1,,1,1,0,NA,1,,,0,,1,8,,NA,Sensor sth,0,0,0,,1,,,7,2,6,1,4,1,5,1,4,1,5,1,4,1,3,3,4,6,2,2,3,5,5,5,2,2,5,1,5,5,7,6,4,2,2,5,2,5,2,2,2,7,"It was easy to activate the assisted and automatic driving, and the selection took over very quickly. I also liked the display size and the volume of the warnings. Plus, when I need to take over the steering wheel from automatic driving, that there were flashing colors to help direct my attention immediately to what was happeningö I became quite engrossed in the secondary activity and it took my brain a second to transition to what was happening and the lights really helped this. It was also easy to switch between assisted and automatic.","The notifications were not up long enough. For example, if I was doing the secondary activity, and really focusing on it like one might with email, then I could miss a notification unless it was an emergency stop. ",no,"I liked it better than I expected to, but it was still hard to turn total control over to the machine.",3,1,0,3,0,4,0,3,0,3,0,4,4,0,2,Important to have the volume of the speech manually controllable by the user and that the user can disenable if they so choose.,"It took a little bit to get use to it but then it was fun. I could not exactly remember what features were available to assissted driving, so to have a reminder available would have been nice."
2021-07-30 12:00:16,PA_RI_12,63,3,LC,36,0,USA,0,,0,,4,1,3,1,0,1,0,2,"Kia, Toyota",NA,,2,Kia,1,1,2,1,1,2,2,1,4,3,2,2,4,2,2,3,3,2,4,4,1,3,4,4,4,5,5,6,6,5,6,4,5,4,6,5,1,5,5,4,4,1,5,6,5,0,4,5,Nope,0,0,0,0,NA,NA,0,,0,NA,NA,0,0,1,,,0,,1,2,,0,0,1,,,99,Automatic,0,NA,,1,1,0,,1,Against my nature to let go wheel and pedals,,99,Automatic,0,NA,,1,1,1,,,2,,0,NA,,0,0,0,,1,Only in assisted: My concentration was split between tablet and driving,,2,,0,NA,,NA,,1,0,5,,,2,,0,NA,,0,0,1,,,2,,0,NA,,0,0,5,"I dont know the limitations of assisted driving, so when does it need me to take over?",,4,,0,NA,,1,1,0,,1,,,0,,0,NA,,NA,,0,0,0,,5,Im hesitant to give the car full control,"Comment to 9: straights are okay, but I dont trust assisted to perform in real traffic; ",4,,0,NA,,1,1,0,NA,1,I could see that when in automated driving people get sleepy,,0,,0,NA,,NA,,0,0,0,,5,"When sleepy the reaction time is slower for going back into manual, especially at night",,6,1,6,1,3,1,5,1,4,1,5,1,4,1,3,2,6,6,5,1,3,3,5,3,1,1,5,3,7,6,7,6,3,3,2,6,1,5,2,2,2,7,It was very easy to figure out.  easy to turn off just by breaking.,"I dont know how well it would do in heavy traffic, at night, country roads without markings, rain,  etc.  Difficult to fully trust the system especially if I would be liable for any accidnt. ","No, it was already easy to use",I wouldnt fully use it unless I had a training course on the automatic driving to know when it could be trusted and when manual driving would be better.,1,1,2,2,0,4,0,4,0,4,0,4,4,0,1,Too many prompts would be a bit destracting to the driver and would get annoying after a while.,"Maybe some small obstacles would make it more realistic.  I dont know how automatic driving would handle cyclists or construction cones, etc. it was fun!"
2021-07-29 13:51:37,RO_DA_11,61,3,LC,42,0,USA,0,,0,,3,2,1,1,0,1,0,1,"VW, Toyota, Kia",NA,,1,Kia,2,2,1,2,2,2,3,3,3,2,2,3,3,3,4,2,3,2,3,3,2,2,3,4,3,6,6,4,6,5,5,3,4,3,4,3,1,4,5,3,4,4,4,5,4,3,4,6,,1,0,0,0,NA,NA,0,,0,NA,NA,0,0,1,,,99,Myself driving self,1,99,"All available, now all lit up",0,0,1,,,99,Lane assist,0,NA,,1,0,0,,5,Remove at least one hand allowed,,99,"Cruise control, lane assist",0,NA,,0,0,2,,,2,,0,NA,,1,1,0,,1,"Dont know the difference, I believe to think that the middle one is assisted",,2,,1,5,,NA,System error,0,0,1,,,2,,0,NA,,0,0,1,,,2,,1,2,,0,0,1,,,4,,0,NA,,1,1,0,,1,,,0,,0,NA,,NA,,0,0,0,,5,,,99,Automatic,1,99,"All available, saw lights come on",1,1,0,NA,1,,,0,,1,6,,NA,System error,0,0,0,,1,,,4,2,6,2,3,2,4,1,3,2,3,2,4,1,3,3,4,5,5,2,4,4,5,4,2,4,6,3,6,5,5,5,4,5,4,4,3,5,4,4,3,5,i liked that it gives warnings about avaailability and sensor errors,no audible souund alerts when the system became unavailable,i would have liked more sound alerts to draw my attention back to the steering wheel if a problem with the system occurs.,,1,1,1,3,0,4,0,3,0,4,0,4,1,3,3,"it would be nice to choose the voice... like, maybe Morgan Freeman, or Judy Dench",
2021-07-28 09:26:45,SO_BA_1,59,3,LC,46,1,USA,1,South Korean,0,,1,0,4,1,1,1,0,1,"Tesla, Lexus",1,"Tesla, Lexus",1,Tesla,1,1,2,2,2,1,2,1,3,2,1,3,2,3,3,2,3,1,3,3,2,2,3,4,6,6,6,6,6,6,6,5,5,5,6,5,1,5,6,6,6,5,6,6,6,4,6,6,None,3,2,4,3,1,1,99,Driver automation,0,NA,NA,0,0,1,,,2,,1,99,"Bottom box, all available",0,1,2,,,2,,1,99,"Bottom icons illuminated, all available",0,1,0,,3,,,2,,0,NA,,0,1,1,,,2,,0,NA,,0,1,0,,2,"Confused by the announcement, because I already was in assisted",,2,,0,NA,,NA,,0,1,1,,Tc7!,2,,0,NA,,0,1,1,I had a Tesla. It would never take you hands away and you were supposed to squeeze it once in a while. Definitely learned behavior from me,Tc6,2,,1,99,"All available, at the start only two icons",0,1,1,,,4,,0,NA,,0,1,0,,1,,,0,,1,99,Only first available,NA,Did not see indication,0,0,0,,5,,,2,,1,99,I saw message assisted and automated available,0,1,0,NA,1,,,2,,0,NA,,NA,,0,1,0,,1,,,6,1,7,1,5,1,5,1,4,1,5,1,5,1,5,5,7,7,3,1,1,6,7,4,2,1,7,1,7,7,7,7,1,2,1,7,2,7,1,1,1,7,"Clear, felt intuitive","While it was easz to understand, I expected a can audible onfirmation of sorts when the system was engaged","Slighty brighter color, the blue is fine, but perhaps a bit more contrast",Would be interesting to have an audible confirmation as well ,1,1,0,3,0,3,0,3,0,4,0,2,0,3,0,,none
2021-07-28 14:00:04,DO_NI_9,60,3,LC,44,0,USA,0,,0,,3,2,1,1,0,1,0,3,"VW, Ford",NA,,0,"can't remember, it was a rental car.",1,3,3,3,1,1,1,1,5,2,1,3,1,2,3,2,3,2,3,5,2,3,2,3,5,6,6,6,6,6,5,3,5,4,6,6,2,6,6,5,5,6,6,6,6,1,5,6,"It was a little weird seeing the first half of the survey with the higher approval or 'strongly agree' answer on the far left of the scale, and then, on the second half of the survey, the 'strongly agree' type of answer was on the far right of the scale.  ",2,1,0,0,NA,NA,0,,0,NA,NA,0,0,1,,,0,,1,99,3 icons lit up,0,0,2,,,99,"Possibly automated, *",0,NA,,0,0,0,,3,*I felt like I still needed to steer,,4,,0,NA,,1,1,2,,,99,Automatic,0,NA,,1,1,0,,5,"Confused about the difference between blue and yellow; both feel the same, I feel like I dont need to steer and could get distracted",,2,,0,NA,,NA,,1,1,2,,,2,,0,NA,,1,1,2,,,2,,1,99,"Icon lit up, I guess automated available",1,0,5,,,4,,0,NA,,1,1,0,,2,,,0,,1,99,Not sure,0,,0,0,0,,1,,,4,,1,2,,1,1,0,NA,1,,,0,,1,8,,0,,0,0,0,,1,,,5,1,7,1,5,1,5,1,5,1,5,1,4,1,4,5,6,5,2,1,1,6,7,7,2,1,7,1,7,6,6,7,2,2,1,7,2,7,1,1,1,6,The security of maintaining the car in the middle of the lane.  The pop-up display message to take over or keep my hands on the wheel.  ,There was no noise or it came too slowly when the display had a pop-up message.  I think a little noise would alert the driver to pay full attention to the display.  ,Just a little beep noise to follow a pop-up display message.  ,I liked it and can see it providing more safety while driving long distances on highway traffic.  Tired drivers tend to have some trouble staying in the middle of a lane and this could help that situation.  ,1,1,0,4,0,2,1,4,1,4,1,4,2,2,0,I like the idea of speech outputs and also believe that they should be able to be shut off when the driver does not wish for them to be on.  ,no.
2021-07-30 14:10:19,DO_DA_6,15,3,HC,30,1,usa,0,,0,,3,2,1,1,0,0,0,1,"Mazda, volvo",NA,,NA,,1,1,2,2,1,1,2,1,3,2,1,3,2,1,4,2,4,1,3,3,2,3,5,5,6,6,6,5,5,6,6,4,5,4,6,3,0,5,6,4,2,6,5,6,6,0,3,5,,0,0,0,0,NA,NA,0,,0,NA,NA,0,0,1,,,0,,1,0,,0,0,1,,,99,Automatic,0,NA,,1,1,0,,2,What das B1 mean? I thought it would switch to 2...,,99,Automatic,0,NA,,1,1,1,,Requested to change lanes,2,,0,NA,,0,0,0,,1,,,2,,1,5,,0,,0,0,1,,,2,,0,NA,,0,0,1,,,2,,1,2,,0,0,1,,,99,Automatic,0,NA,,1,1,0,,1,,,0,,1,5,,0,,0,0,1,"Confused at what take over meant, hands on steering wheel apparently not enough",1,,,99,Automatic,1,2,,1,1,0,NA,1,,,0,,1,5,,2,,0,0,0,,3,,,5,1,7,2,2,1,5,1,5,1,5,1,3,1,2,2,6,6,5,1,3,5,5,3,3,2,5,4,7,5,5,6,4,3,4,6,2,6,2,3,2,6,"I liked that there were very few options to choose from to automate my driving, I wasnt overwhelmed with choices that I would have to make which might have been hard when on the road. I like that there were only two buttons to have to think about, and that the colors on the screen were easy to see.","Im not sure if I liked that the buttons for automation were so close to buttons that had other functions, it seems like one could accidentally press the automation buttons when they didnt mean to.",no,no,1,1,4,1,4,1,0,2,4,1,4,0,4,0,1,"i am definitely not a fan of speech outputs in cars, i find it annoying and interuptive","maybe there could be some type of haptics in the steering wheel to alert changing in levels of automation, like a vibration"
2021-08-02 11:46:06,AZ_GA_8,65,3,LC,52,1,USA,1,IRAN,0,,3,0,1,1,0,0,0,1,"BMW,  Infinity",NA,,NA,,1,2,2,2,2,1,1,1,3,2,2,3,2,2,3,2,3,1,2,4,3,2,3,2,4,6,6,6,5,6,5,3,5,3,6,5,0,5,6,3,3,2,4,6,6,1,4,6,,1,1,0,2,0,1,99,Assisted,0,NA,NA,1,0,1,The car felt different ,,99,Full automated,1,99,Said automated and three symbols lit up,1,1,1,The car felt different,,4,,0,NA,,1,1,0,,2,,,4,,0,NA,,1,1,1,,,2,,0,NA,,0,1,0,,1,,,2,,1,5,,NA,Server error,0,0,1,"Whats the benefit of assisted? Why would one choose assisted if automated was there, too",,2,,1,99,Noticed that third icon wasnt lit,0,0,1,,,2,,1,0,,0,0,1,,,4,,0,NA,,1,1,0,,1,,,0,,1,8,,NA,Not noticed,0,0,0,,5,,,4,,1,0,,1,1,0,NA,1,,,0,,1,8,,NA,"Emergency, only noticed after your instruction",0,0,0,,5,We should have an audio cue,,6,2,7,1,3,1,5,1,4,1,4,1,4,1,3,3,6,6,2,1,3,5,6,5,1,1,6,1,7,6,7,7,2,2,2,6,2,6,1,2,2,6,Easy to learn and use.,"When in automated mode, message to manually brake was only displayed on the dash.  Very easy to miss if one is occupied with a secondary action.  Message would have gone unnoticed.","For important messages-alerts, there should also be an auditory cue to implement message on dash.  This way if driver does not see the dash, she can hear the message instead.",It is a great tool for drivers who need to multi-task during driving.  But it still should be used with great caution.,1,1,0,3,0,3,0,4,0,4,0,4,2,3,0,"Speech outputs should be used selectively and only in cases that would help avoid danger or confusion.  Otherwise, they become annoying.  Most functions do just fine with dashboard indicators only.  But some things like needing to swith from Auto to Manual  should defiitely also have a speech output.  ","Very well organized and accommodating.  The Experiment Leader, Deike, was incredibly gracious and patient.  She made me fell very relaxed and gave clear, easy to understand instructions.  I was a bit nervous when I first arrived, but she put me at ease immediately and made me feel safe and confident."
2021-07-30 09:18:21,CH_EM_10,14,3,HC,45,0,Deutsch - Amerikanisch (USA),1,Amerikanisch (USA),0,,4,2,0,1,0,0,0,2,Mercedes Benz - Jeep - Mitsubishi,NA,,NA,,2,5,3,3,2,2,2,2,4,3,2,2,3,3,4,2,3,2,2,4,4,4,4,2,5,4,6,5,6,6,6,2,6,5,5,3,3,6,5,5,5,4,5,5,6,4,5,6,,0,0,4,4,1,1,0,,0,NA,NA,0,0,1,,,0,,1,2,,0,0,2,"Dont know how to activate it , tried, but couldnt",,99,Automatic,0,NA,,1,1,0,,5,Still dont know how to activate it,,99,Automatic,0,NA,,0,0,5,,,2,,0,NA,,0,0,0,,4,"I now know that we have two modes, assisted and automated",,2,,1,5,,NA,Error,0,0,3,,,2,,0,NA,,0,0,3,,,2,,1,99,Automation available,0,0,1,,,99,Automatic,0,NA,,1,1,0,,3,,,0,,1,8,,0,,0,0,0,,3,,,4,,1,1,,1,1,0,NA,4,,,0,,1,8,,NA,Couldnt read,0,0,0,,2,Red characters hard to read,,5,1,6,2,4,1,4,1,4,3,5,2,4,1,4,4,6,6,4,1,2,6,6,5,2,2,3,2,6,6,2,5,2,2,2,6,2,6,2,2,2,6,It simply helps drivers for long distance.,,error message in red should be in a light red color instead of dark red. i had problems reading the error.,,3,3,1,2,3,4,0,4,3,4,1,4,3,3,0,,
2021-08-02 09:14:55,DI_CH_12,16,3,HC,41,1,USA,0,,0,,2,0,0,1,0,0,0,3,"BMW, Toyota, Acura,Mazda",NA,,NA,,1,1,2,2,2,2,2,1,3,2,2,4,2,4,3,2,4,2,2,2,1,2,4,4,4,6,6,5,6,6,5,5,5,2,4,2,4,6,5,4,2,0,5,6,4,2,4,6,,2,0,0,0,NA,NA,99,Driving myself,0,NA,NA,0,0,1,Hard to stay at 30,,99,Driving myself,1,99,"Automatic available,three options",0,0,1,,,99,Automatic assisted,0,NA,,0,0,0,,5,,,99,Assisted automatic,0,NA,,0,0,5,,,99,Automatic,0,NA,,1,1,0,,5,,,2,,0,NA,,NA,,0,0,5,"Didnt hear right,thats why I first turned on automatic",,2,,1,99,Icon automated not lit anymore,1,0,1,"I just noticed the car selfcorrected the steering, so assume I can take my hands away",,2,,0,NA,,0,0,1,Now I know I cannot take my hands off,"Hod warning came during availability change, therefore not noticed?",99,Automatic,0,NA,,1,1,0,,1,,,99,Self driving,1,8,,NA,"No, take over",0,0,0,,3,,,99,Automatic,1,1,,1,1,0,NA,1,,,99,Self driving,1,8,,0,,0,0,0,,1,"Sometimes I hit the power button instead of the arrows, but then I fix it",,7,1,7,6,5,1,5,2,4,1,5,1,5,1,5,5,6,6,1,1,2,4,4,6,1,4,5,2,6,7,5,6,1,1,1,6,2,6,2,1,2,5,It was easy to use. I liked that the different drive options were color coded so I could easily see which drive mode I was in. I appreciated the senors and vibration when I needed to return to the steering wheel. ,"Intuitively I selected the ""on"" button when I wanted to change instead of the arrow button. ","I think ""on"" and switching back and forth arrow option could be the same button.","I found the second image ""assisted driving"" a little confusing as the hands were lowered on the steering wheel. I was not sure if this meant I could take my hands off the wheel or just rest them below. I think once I knew for sure, I would remember, but in the moment, I was not sure.",1,1,0,1,0,4,4,0,1,0,1,4,2,3,2,I like speech outputs when I am in danger or need to take action. I do not like them when confirming a choice I have already made. ,The study was very professional. I don´t have any suggestions.
