Exp,HMI,VP,TC10_Comment,TC10_valid,TC10_EB_triggered,TC10_Aut_Lvl_Notification,TC10_Aut_Lvl_End,TC10_TimeToL0,TC10_Nth_Gaze_To_IC,TC10_N_Gazes_Till_EB_or_TO,TC10_IC_Glance_Allocation_Time,TC10_IC_Glance_at_Start,TC10_IC_Number_Of_Glances_after_start,TC10_IC_Total_Duration,TC10_IC_Mean_Duration,TC10_IC_Max_Duration,TC10_IC_First_Glance_Duration_incl_start,TC10_IC_First_Glance_Duration_without_start,TC10_Street_Glance_at_Start,TC10_Street_Number_Of_Glances_after_start,TC10_Street_Total_Duration,TC10_Street_Mean_Duration,TC10_Street_Max_Duration,TC10_Street_First_Glance_Duration_incl_start,TC10_Street_First_Glance_Duration_without_start,TC10_Surt_Glance_at_Start,TC10_Surt_Number_Of_Glances_after_start,TC10_Surt_Total_Duration,TC10_Surt_Mean_Duration,TC10_Surt_Max_Duration,TC10_Surt_First_Glance_Duration_incl_start,TC10_Surt_First_Glance_Duration_without_start,TC10_Wheel_Glance_at_Start,TC10_Wheel_Number_Of_Glances_after_start,TC10_Wheel_Total_Duration,TC10_Wheel_Mean_Duration,TC10_Wheel_Max_Duration,TC10_Wheel_First_Glance_Duration_incl_start,TC10_Wheel_First_Glance_Duration_without_start
1,HC,1,,1,0,3,0,16.2166666,1,12,0.470,0,6,10.320,1.720,3.200,3.200,3.200,0,1,0.260,0.260,0.260,0.260,0.260,1,1,0.470,0.470,0.470,0.470,,0,5,5.17,1.03,3.48,0.52,0.52
1,HC,2,,1,1,3,0,22.9166531,1,12,4.400,0,6,7.120,1.187,2.560,0.310,0.310,0,4,7.420,1.855,5.950,0.390,0.390,1,3,5.460,1.820,4.400,4.400,0.380,0,0,0.00,,0.00,,
1,HC,3,,1,0,3,0,10.3666653,1,5,0.620,0,3,8.647,2.882,7.670,7.670,7.670,0,1,0.400,0.400,0.400,0.400,0.400,1,1,0.620,0.620,0.620,0.620,,0,1,0.70,0.70,0.70,0.70,0.70
1,HC,4,,1,0,3,0,9.9333375,1,6,0.710,0,3,7.563,2.521,4.150,3.360,3.360,0,1,0.780,0.780,0.780,0.780,0.780,1,1,0.710,0.710,0.710,0.710,,0,2,0.88,0.44,0.63,0.63,0.63
1,HC,5,,1,0,3,0,9.8500078,0,7,,1,3,6.920,2.307,3.500,3.110,3.500,0,3,1.720,0.573,1.230,0.150,0.150,0,0,0.000,,0.000,,,0,2,1.21,0.61,0.92,0.92,0.92
1,HC,6,,1,0,3,0,18.9833156,1,11,8.101,0,6,7.352,1.225,3.649,3.649,3.649,0,3,1.820,0.607,0.800,0.550,0.550,1,1,8.101,8.101,8.101,8.101,,0,2,1.71,0.85,1.24,1.24,1.24
1,HC,7,,1,0,3,0,17.7166673,1,8,0.370,0,4,14.387,3.597,8.090,8.090,8.090,0,1,1.020,1.020,1.020,1.020,1.020,1,2,0.960,0.480,0.590,0.370,0.590,0,2,1.35,0.68,0.90,0.90,0.90
1,HC,8,,1,1,3,0,21.8333308,2,12,8.820,0,6,6.870,1.145,2.340,0.850,0.850,0,5,4.310,0.862,1.330,0.530,0.530,1,1,8.680,8.680,8.680,8.680,,0,1,0.14,0.14,0.14,0.14,0.14
1,HC,9,,1,0,3,0,18.216677,1,12,8.290,0,6,8.280,1.380,4.440,4.440,4.440,0,4,0.960,0.240,0.480,0.070,0.070,1,1,8.290,8.290,8.290,8.290,,0,2,0.69,0.34,0.48,0.21,0.21
1,HC,10,,1,0,3,0,9.3166647,1,5,0.590,0,3,7.407,2.469,2.530,2.530,2.530,0,0,0.000,,0.000,,,1,2,1.540,0.770,0.950,0.590,0.950,0,1,0.37,0.37,0.37,0.37,0.37
1,HC,11,,1,0,3,0,7.5499964,1,7,3.130,0,4,3.040,0.760,2.310,2.310,2.310,0,1,0.310,0.310,0.310,0.310,0.310,1,1,3.130,3.130,3.130,3.130,,0,2,1.07,0.53,0.61,0.46,0.46
1,HC,12,,1,0,3,0,19.3499979,1,12,0.500,0,6,11.680,1.947,3.720,2.710,2.710,0,0,0.000,,0.000,,,1,5,6.520,1.304,2.040,0.500,1.410,0,2,1.15,0.57,0.72,0.43,0.43
1,HC,13,,1,0,3,0,19.5666669,2,12,3.470,0,6,11.927,1.988,3.570,3.330,3.330,0,3,1.650,0.550,0.730,0.540,0.540,1,1,2.930,2.930,2.930,2.930,,0,3,3.06,1.02,1.55,1.55,1.55
1,HC,14,kein ET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,HC,15,kein ET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,HC,16,kein ET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,HC,17,,1,0,3,0,8.9833343,1,5,2.440,0,3,5.473,1.824,2.700,2.320,2.320,0,0,0.000,,0.000,,,1,1,2.440,2.440,2.440,2.440,,0,2,1.07,0.54,0.73,0.73,0.73
1,HC,18,,1,0,3,0,13.6166651,1,7,8.690,0,4,3.787,0.947,1.440,0.520,0.520,0,2,0.990,0.495,0.630,0.360,0.360,1,1,8.690,8.690,8.690,8.690,,0,1,0.15,0.15,0.15,0.15,0.15
1,HC,19,,1,1,3,0,22.8999927,1,10,0.560,0,5,13.380,2.676,4.320,3.930,3.930,0,4,4.870,1.217,1.650,0.900,0.900,1,1,0.560,0.560,0.560,0.560,,0,1,1.19,1.19,1.19,1.19,1.19
1,HC,20,,1,1,3,0,25.5666668,1,5,7.550,0,3,11.320,3.773,7.090,7.090,7.090,0,2,1.130,0.565,0.720,0.720,0.720,1,1,7.550,7.550,7.550,7.550,,0,0,0.00,,0.00,,
1,HC,21,,1,0,3,0,9.5666666,1,8,0.580,0,4,5.577,1.394,2.410,2.410,2.410,0,3,2.420,0.807,1.290,1.290,1.290,1,2,1.570,0.785,0.990,0.580,0.990,0,0,0.00,,0.00,,
1,HC,22,,1,0,3,0,10.766667,1,7,0.410,0,4,8.727,2.182,3.320,3.160,3.160,0,2,0.680,0.340,0.410,0.270,0.270,1,1,0.410,0.410,0.410,0.410,,0,1,0.95,0.95,0.95,0.95,0.95
1,HC,23,,1,0,3,0,17.8166658,1,12,8.410,0,6,6.580,1.097,2.520,1.560,1.560,0,4,1.900,0.475,0.700,0.700,0.700,1,1,8.410,8.410,8.410,8.410,,0,2,0.93,0.46,0.74,0.19,0.19
1,HC,24,,1,0,3,0,16.1833334,4,10,5.950,0,4,7.853,1.963,4.100,4.100,4.100,1,5,3.200,0.640,1.520,0.320,0.500,0,2,5.130,2.565,3.310,3.310,3.310,0,0,0.00,,0.00,,
1,HC,25,,1,0,3,0,7.4166659,2,6,2.530,0,3,3.697,1.232,2.300,2.300,2.300,1,2,0.690,0.345,0.440,0.250,0.440,0,1,2.280,2.280,2.280,2.280,2.280,0,1,0.75,0.75,0.75,0.75,0.75
1,HC,26,kein ET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,LC,51,,1,0,3,0,4.9166676,1,3,0.610,0,2,3.757,1.878,3.050,3.050,3.050,0,0,0.000,,0.000,,,1,1,0.610,0.610,0.610,0.610,,0,1,0.55,0.55,0.55,0.55,0.55
1,LC,52,kein ET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,LC,53,,1,0,3,0,6.5500005,1,3,0.580,0,2,5.550,2.775,3.430,2.120,2.120,0,1,0.420,0.420,0.420,0.420,0.420,1,1,0.580,0.580,0.580,0.580,,0,0,0.00,,0.00,,
1,LC,54,,1,0,3,0,9.4833334,1,3,0.540,0,2,8.083,4.042,7.630,7.630,7.630,0,0,0.000,,0.000,,,1,1,0.540,0.540,0.540,0.540,,0,1,0.86,0.86,0.86,0.86,0.86
1,LC,55,,1,1,3,0,22.8166669,1,1,5.510,0,1,14.490,14.490,14.490,14.490,14.490,0,0,0.000,,0.000,,,1,1,5.510,5.510,5.510,5.510,,0,0,0.00,,0.00,,
1,LC,56,,1,1,3,0,26.9499942,,0,,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,1,1,20.000,20.000,20.000,20.000,,0,0,0.00,,0.00,,
1,LC,57,,1,1,3,0,26.433335,1,6,17.020,0,2,1.590,0.795,0.850,0.740,0.740,0,1,0.120,0.120,0.120,0.120,0.120,1,4,18.290,4.573,17.020,17.020,0.190,0,0,0.00,,0.00,,
1,LC,58,,1,1,3,0,22.666667,,0,,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,1,1,20.000,20.000,20.000,20.000,,0,0,0.00,,0.00,,
1,LC,59,,1,0,3,0,15.2166679,1,7,8.010,0,4,5.677,1.419,3.550,3.550,3.550,0,2,1.090,0.545,0.680,0.680,0.680,1,1,8.010,8.010,8.010,8.010,,0,1,0.44,0.44,0.44,0.44,0.44
1,LC,60,,1,0,3,0,6.1333318,1,3,0.480,0,2,5.263,2.632,3.790,3.790,3.790,0,0,0.000,,0.000,,,1,1,0.480,0.480,0.480,0.480,,0,1,0.39,0.39,0.39,0.39,0.39
1,LC,61,,1,0,3,0,13.9833371,1,3,7.560,0,2,5.813,2.907,4.850,4.850,4.850,0,0,0.000,,0.000,,,1,1,7.560,7.560,7.560,7.560,,0,1,0.61,0.61,0.61,0.61,0.61
1,LC,62,,1,1,3,0,26.3000185,,0,,0,0,0.000,,0.000,,,0,0,0.000,,0.000,,,1,1,20.000,20.000,20.000,20.000,,0,0,0.00,,0.00,,
1,LC,63,,1,0,3,0,8.0833357,1,4,0.680,0,2,6.430,3.215,4.200,4.200,4.200,0,1,0.513,0.513,0.513,0.513,0.513,1,1,0.680,0.680,0.680,0.680,,0,1,0.46,0.46,0.46,0.46,0.46
1,LC,64,kein ET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,LC,65,,1,1,3,0,24.5833326,1,4,0.360,0,2,3.730,1.865,3.140,3.140,3.140,0,0,0.000,,0.000,,,1,3,16.270,5.423,15.390,0.360,0.520,0,0,0.00,,0.00,,
1,LC,66,,1,1,3,0,24.05,0,12,,1,7,14.700,2.100,4.230,0.400,0.460,0,3,2.820,0.940,1.180,1.180,1.180,0,3,2.480,0.827,1.210,1.210,1.210,0,0,0.00,,0.00,,
1,LC,67,,1,1,3,0,24.5833333,1,8,5.870,0,4,6.460,1.615,3.980,3.980,3.980,0,1,0.140,0.140,0.140,0.140,0.140,1,4,13.400,3.350,5.870,5.870,2.800,0,0,0.00,,0.00,,
1,LC,68,,1,0,3,0,8.6166648,1,5,1.040,0,3,6.577,2.192,5.330,5.330,5.330,0,0,0.000,,0.000,,,1,1,1.040,1.040,1.040,1.040,,0,2,1.00,0.50,0.52,0.48,0.48
1,LC,69,,1,0,3,0,11.7833326,1,12,0.500,0,6,6.570,1.095,2.150,2.150,2.150,0,4,4.023,1.006,1.600,0.550,0.550,1,1,0.500,0.500,0.500,0.500,,0,2,0.69,0.35,0.46,0.23,0.23
1,LC,70,,1,0,3,0,11.0166677,1,5,0.100,0,2,8.700,4.350,5.760,5.760,5.760,0,2,0.677,0.338,0.570,0.570,0.570,1,1,0.100,0.100,0.100,0.100,,0,1,1.54,1.54,1.54,1.54,1.54
1,LC,71,,1,1,3,0,24.9499998,1,8,0.610,0,4,9.900,2.475,5.830,5.830,5.830,0,0,0.000,,0.000,,,1,5,10.100,2.020,3.070,0.610,1.140,0,0,0.00,,0.00,,
1,LC,72,,1,0,3,0,3.0833316,1,3,0.440,0,2,2.143,1.072,1.700,1.700,1.700,0,0,0.000,,0.000,,,1,1,0.440,0.440,0.440,0.440,,0,1,0.50,0.50,0.50,0.50,0.50
1,LC,73,,1,1,3,0,22.4000077,1,12,1.680,0,6,9.650,1.608,3.110,3.110,3.110,0,4,7.220,1.805,5.490,0.730,0.730,1,3,3.130,1.043,1.680,1.680,1.060,0,0,0.00,,0.00,,
1,LC,74,,1,1,3,0,21.916667,3,7,3.660,0,3,15.160,5.053,7.070,6.600,6.600,0,3,1.700,0.567,0.770,0.520,0.520,1,2,3.140,1.570,2.510,0.630,2.510,0,0,0.00,,0.00,,
1,LC,75,,1,0,3,2,7.783318,1,3,1.800,0,2,5.403,2.702,4.680,4.680,4.680,0,0,0.000,,0.000,,,1,1,1.800,1.800,1.800,1.800,,0,1,0.58,0.58,0.58,0.58,0.58
1,LC,76,,1,0,3,0,4.9666732,1,5,0.670,0,3,3.617,1.206,1.600,1.100,1.100,0,2,0.680,0.340,0.440,0.440,0.440,1,1,0.670,0.670,0.670,0.670,,0,0,0.00,,0.00,,
1,LC,77,,1,1,3,0,21.9166669,1,12,0.370,0,6,12.700,2.117,3.440,2.090,2.090,0,5,6.730,1.346,3.920,0.630,0.630,1,1,0.370,0.370,0.370,0.370,,0,1,0.20,0.20,0.20,0.20,0.20
2,HC,4,,1,0,3,0,5.5,1,3,1.054,0,2,3.783,1.891,2.295,2.295,2.295,0,0,0.000,,0.000,,,1,1,1.054,1.054,1.054,1.054,,0,1,0.66,0.66,0.66,0.66,0.66
2,HC,5,kein ET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,HC,6,,1,1,3,0,21.4,1,9,0.935,0,5,16.440,3.288,6.386,3.026,3.026,0,2,1.462,0.731,0.918,0.918,0.918,1,1,0.935,0.935,0.935,0.935,,0,2,1.16,0.58,0.66,0.66,0.66
2,HC,7,,1,0,3,0,8.4,2,6,1.234,0,3,5.568,1.856,3.162,1.673,1.673,0,1,0.622,0.622,0.622,0.622,0.622,1,2,1.088,0.544,0.612,0.612,0.476,0,1,1.12,1.12,1.12,1.12,1.12
2,HC,8,,1,0,3,0,17.5,0,8,,1,5,15.120,3.024,5.831,4.607,5.831,0,3,1.819,0.606,0.765,0.765,0.765,0,0,0.000,,0.000,,,0,1,0.56,0.56,0.56,0.56,0.56
2,HC,9,,1,0,3,0,7.5,1,4,1.496,0,2,3.366,1.683,2.958,2.958,2.958,0,1,2.077,2.077,2.077,2.077,2.077,1,1,1.496,1.496,1.496,1.496,,0,1,0.56,0.56,0.56,0.56,0.56
2,HC,10,,1,0,3,0,6.9,1,8,0.765,0,4,4.078,1.020,1.496,1.326,1.326,0,2,0.850,0.425,0.663,0.663,0.663,1,3,1.972,0.657,0.765,0.765,0.578,0,0,0.00,,0.00,,
2,HC,11,,1,0,3,0,11.6,1,1,8.836,0,1,2.764,2.764,2.764,2.764,2.764,0,0,0.000,,0.000,,,1,1,8.836,8.836,8.836,8.836,,0,0,0.00,,0.00,,
2,HC,12,kein ET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,HC,13,,1,0,3,0,14.5,1,3,9.027,0,2,4.975,2.487,3.769,3.769,3.769,0,1,0.498,0.498,0.498,0.498,0.498,1,1,9.027,9.027,9.027,9.027,,0,0,0.00,,0.00,,
2,HC,14,,1,1,3,0,25.3,1,5,1.003,0,3,10.072,3.357,6.196,2.465,2.465,0,0,0.000,,0.000,,,1,3,9.928,3.309,4.607,1.003,4.607,0,0,0.00,,0.00,,
2,HC,15,,1,0,3,0,14.3,1,3,8.398,0,2,5.579,2.789,4.539,4.539,4.539,0,1,0.323,0.323,0.323,0.323,0.323,1,1,8.398,8.398,8.398,8.398,,0,0,0.00,,0.00,,
2,HC,16,,1,0,3,0,10.1,1,5,1.190,0,3,7.465,2.488,5.491,5.491,5.491,0,2,1.445,0.722,0.867,0.867,0.867,1,1,1.190,1.190,1.190,1.190,,0,0,0.00,,0.00,,
2,HC,17,,1,0,3,0,10.1,1,3,0.808,0,2,8.850,4.425,5.459,3.391,3.391,0,0,0.000,,0.000,,,1,1,0.808,0.808,0.808,0.808,,0,1,0.44,0.44,0.44,0.44,0.44
2,HC,18,,1,0,3,0,15.7,1,1,13.736,0,1,1.964,1.964,1.964,1.964,1.964,0,0,0.000,,0.000,,,1,1,13.736,13.736,13.736,13.736,,0,0,0.00,,0.00,,
2,HC,19,,1,0,3,0,16.2,1,3,1.445,0,2,14.415,7.208,13.821,13.821,13.821,0,0,0.000,,0.000,,,1,1,1.445,1.445,1.445,1.445,,0,1,0.34,0.34,0.34,0.34,0.34
2,HC,20,,1,0,3,0,7.4,1,4,0.493,0,2,5.887,2.944,4.607,4.607,4.607,0,1,0.510,0.510,0.510,0.510,0.510,1,1,0.493,0.493,0.493,0.493,,0,1,0.51,0.51,0.51,0.51,0.51
2,HC,21,,1,0,3,0,8,1,1,0.646,0,1,7.354,7.354,7.354,7.354,7.354,0,0,0.000,,0.000,,,1,1,0.646,0.646,0.646,0.646,,0,0,0.00,,0.00,,
2,HC,22,kein ET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,HC,23,,1,0,3,0,17.1,0,6,,1,4,15.859,3.965,5.049,3.587,5.049,0,2,0.986,0.493,0.561,0.561,0.561,0,0,0.000,,0.000,,,0,1,0.26,0.26,0.26,0.26,0.26
2,HC,24,,1,1,3,0,23.3,3,3,15.368,0,1,4.632,4.632,4.632,4.632,4.632,0,1,0.476,0.476,0.476,0.476,0.476,1,2,14.892,7.446,12.699,12.699,2.193,0,0,0.00,,0.00,,
2,HC,25,,1,0,3,0,3.7,1,3,0.476,0,2,2.918,1.459,2.499,2.499,2.499,0,0,0.000,,0.000,,,1,1,0.476,0.476,0.476,0.476,,0,1,0.31,0.31,0.31,0.31,0.31
2,HC,26,,1,0,3,0,14,4,11,4.029,0,4,4.845,1.211,2.550,2.550,2.550,1,3,1.080,0.360,0.425,0.272,0.425,0,5,8.075,1.615,3.808,1.785,1.785,0,0,0.00,,0.00,,
2,HC,27,,1,0,3,0,14.8,4,4,7.956,0,1,6.844,6.844,6.844,6.844,6.844,0,2,2.958,1.479,2.448,0.510,0.510,1,2,4.998,2.499,2.567,2.431,2.567,0,0,0.00,,0.00,,
2,HC,28,,1,0,3,0,12.7,1,1,0.850,0,1,11.850,11.850,11.850,11.850,11.850,0,0,0.000,,0.000,,,1,1,0.850,0.850,0.850,0.850,,0,0,0.00,,0.00,,
