"Exp","HMI","VPNr","TC10_comment","TC10_valid","TC10_EB_triggered","TC10_lvl_notification","TC10_lvl_end","TC10_TimeToL0","TC10_nth_gaze_to_ic","TC10_n_gazes_till_EB_or_TO","TC10_ic_glance_allocation_time","TC10_ic_glance_at_start","TC10_ic_n_glances_after_start","TC10_ic_total_duration","TC10_ic_mean_duration","TC10_ic_max_duration","TC10_ic_1st_glance_duration_incl_start","TC10_ic_1st_glance_duration_without_start","TC10_street_glance_at_start","TC10_street_n_glances_after_start","TC10_street_total_duration","TC10_street_mean_duration","TC10_street_max_duration","TC10_street_1st_glance_duration_incl_start","TC10_street_1st_glance_duration_without_start","TC10_surt_glance_at_start","TC10_surt_n_glances_after_start","TC10_surt_total_duration","TC10_surt_mean_duration","TC10_surt_max_duration","TC10_surt_1st_glance_duration_incl_start","TC10_surt_1st_glance_duration_without_start","TC10_wheel_glance_at_start","TC10_wheel_n_glances_after_start","TC10_wheel_total_duration","TC10_wheel_mean_duration","TC10_wheel_max_duration","TC10_wheel_1st_glance_duration_incl_start","TC10_wheel_1st_glance_duration_without_start","TC12_comment","TC12_valid","TC12_EB_triggered","TC12_lvl_notification","TC12_lvl_end","TC12_TimeToL0","TC12_nth_gaze_to_ic","TC12_n_gazes_till_EB_or_TO","TC12_ic_glance_allocation_time","TC12_ic_glance_at_start","TC12_ic_n_glances_after_start","TC12_ic_total_duration","TC12_ic_mean_duration","TC12_ic_max_duration","TC12_ic_1st_glance_duration_incl_start","TC12_ic_1st_glance_duration_without_start","TC12_street_glance_at_start","TC12_street_n_glances_after_start","TC12_street_total_duration","TC12_street_mean_duration","TC12_street_max_duration","TC12_street_1st_glance_duration_incl_start","TC12_street_1st_glance_duration_without_start","TC12_surt_glance_at_start","TC12_surt_n_glances_after_start","TC12_surt_total_duration","TC12_surt_mean_duration","TC12_surt_max_duration","TC12_surt_1st_glance_duration_incl_start","TC12_surt_1st_glance_duration_without_start","TC12_wheel_glance_at_start","TC12_wheel_n_glances_after_start","TC12_wheel_total_duration","TC12_wheel_mean_duration","TC12_wheel_max_duration","TC12_wheel_1st_glance_duration_incl_start","TC12_wheel_1st_glance_duration_without_start"
1,"LC",71,"",1,1,3,0,24.9499998,1,8,0.61,0,4,9.9,2.475,5.83,5.83,5.83,0,0,0,NA,0,NA,NA,1,5,10.1,2.02,3.07,0.61,1.14,0,0,0,NA,0,NA,NA,"",1,0,3,0,2.9499956,0,1,NA,1,1,2.24,2.24,2.24,2.24,NA,0,1,0.71,0.71,0.71,0.71,0.71,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
1,"LC",72,"",1,0,3,0,3.0833316,1,3,0.44,0,2,2.143,1.072,1.7,1.7,1.7,0,0,0,NA,0,NA,NA,1,1,0.44,0.44,0.44,0.44,NA,0,1,0.5,0.5,0.5,0.5,0.5,"",1,0,3,0,3.7832473,1,3,1.55,0,2,1.823,0.912,1.5,1.5,1.5,0,0,0,NA,0,NA,NA,1,1,1.55,1.55,1.55,1.55,NA,0,1,0.41,0.41,0.41,0.41,0.41
1,"LC",73,"",1,1,3,0,22.4000077,1,12,1.68,0,6,9.65,1.608,3.11,3.11,3.11,0,4,7.22,1.805,5.49,0.73,0.73,1,3,3.13,1.043,1.68,1.68,1.06,0,0,0,NA,0,NA,NA,"",1,1,3,0,9.2166647,999,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,1,1,6,6,6,6,NA,0,0,0,NA,0,NA,NA
1,"LC",74,"",1,1,3,0,21.916667,3,7,3.66,0,3,15.16,5.053,7.07,6.6,6.6,0,3,1.7,0.567,0.77,0.52,0.52,1,2,3.14,1.57,2.51,0.63,2.51,0,0,0,NA,0,NA,NA,"",1,1,3,0,7.55,1,1,0.4,0,1,5.6,5.6,5.6,5.6,5.6,0,0,0,NA,0,NA,NA,1,1,0.4,0.4,0.4,0.4,NA,0,0,0,NA,0,NA,NA
1,"LC",75,"",1,0,3,2,7.783318,1,3,1.8,0,2,5.403,2.702,4.68,4.68,4.68,0,0,0,NA,0,NA,NA,1,1,1.8,1.8,1.8,1.8,NA,0,1,0.58,0.58,0.58,0.58,0.58,"",1,1,3,0,9.1833333,1,3,0.6,0,2,4.68,2.34,4.67,4.67,4.67,0,0,0,NA,0,NA,NA,1,1,0.6,0.6,0.6,0.6,NA,0,1,0.72,0.72,0.72,0.72,0.72
1,"LC",76,"",1,0,3,0,4.9666732,1,5,0.67,0,3,3.617,1.206,1.6,1.1,1.1,0,2,0.68,0.34,0.44,0.44,0.44,1,1,0.67,0.67,0.67,0.67,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,2.6166675,1,3,0.93,0,2,1.117,0.558,0.78,0.78,0.78,0,1,0.57,0.57,0.57,0.57,0.57,1,1,0.93,0.93,0.93,0.93,NA,0,0,0,NA,0,NA,NA
1,"LC",77,"",1,1,3,0,21.9166669,1,12,0.37,0,6,12.7,2.117,3.44,2.09,2.09,0,5,6.73,1.346,3.92,0.63,0.63,1,1,0.37,0.37,0.37,0.37,NA,0,1,0.2,0.2,0.2,0.2,0.2,"",1,0,3,0,3.2333639,1,4,0.73,0,2,1.753,0.877,1.07,1.07,1.07,0,1,0.41,0.41,0.41,0.41,0.41,1,1,0.73,0.73,0.73,0.73,NA,0,1,0.34,0.34,0.34,0.34,0.34
2,"HC",4,"",1,0,3,0,5.5,1,3,1.054,0,2,3.783,1.891,2.295,2.295,2.295,0,0,0,NA,0,NA,NA,1,1,1.054,1.054,1.054,1.054,NA,0,1,0.66,0.66,0.66,0.66,0.66,"",1,0,3,0,2.8,1,2,0.918,0,1,1.598,1.598,1.598,1.598,1.598,1,2,1.202,0.601,0.918,0.918,0.284,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
2,"HC",5,"kein ET",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kein ET",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"HC",6,"",1,1,3,0,21.4,1,9,0.935,0,5,16.44,3.288,6.386,3.026,3.026,0,2,1.462,0.731,0.918,0.918,0.918,1,1,0.935,0.935,0.935,0.935,NA,0,2,1.16,0.58,0.66,0.66,0.66,"",1,0,3,0,3.7,1,1,0.085,0,1,3.615,3.615,3.615,3.615,3.615,0,0,0,NA,0,NA,NA,1,1,0.085,0.085,0.085,0.085,NA,0,0,0,NA,0,NA,NA
2,"HC",7,"",1,0,3,0,8.4,2,6,1.234,0,3,5.568,1.856,3.162,1.673,1.673,0,1,0.622,0.622,0.622,0.622,0.622,1,2,1.088,0.544,0.612,0.612,0.476,0,1,1.12,1.12,1.12,1.12,1.12,"",1,0,3,0,1.7,1,1,0.646,0,1,1.054,1.054,1.054,1.054,1.054,0,0,0,NA,0,NA,NA,1,1,0.646,0.646,0.646,0.646,NA,0,0,0,NA,0,NA,NA
2,"HC",8,"",1,0,3,0,17.5,0,8,NA,1,5,15.12,3.024,5.831,4.607,5.831,0,3,1.819,0.606,0.765,0.765,0.765,0,0,0,NA,0,NA,NA,0,1,0.56,0.56,0.56,0.56,0.56,"",1,0,3,0,5.8,1,3,0.663,0,1,4.148,4.148,4.148,4.148,4.148,1,2,0.698,0.349,0.663,0.663,0.035,0,0,0,NA,0,NA,NA,0,1,0.95,0.95,0.95,0.95,0.95
2,"HC",9,"",1,0,3,0,7.5,1,4,1.496,0,2,3.366,1.683,2.958,2.958,2.958,0,1,2.077,2.077,2.077,2.077,2.077,1,1,1.496,1.496,1.496,1.496,NA,0,1,0.56,0.56,0.56,0.56,0.56,"",1,0,3,0,2.6,1,2,0.918,0,1,1.173,1.173,1.173,1.173,1.173,0,1,0.509,0.509,0.509,0.509,0.509,1,1,0.918,0.918,0.918,0.918,NA,0,0,0,NA,0,NA,NA
2,"HC",10,"",1,0,3,0,6.9,1,8,0.765,0,4,4.078,1.02,1.496,1.326,1.326,0,2,0.85,0.425,0.663,0.663,0.663,1,3,1.972,0.657,0.765,0.765,0.578,0,0,0,NA,0,NA,NA,"",1,0,3,0,5.1,1,5,0.527,0,3,3.689,1.23,1.921,0.799,0.799,0,2,0.884,0.442,0.459,0.425,0.425,1,1,0.527,0.527,0.527,0.527,NA,0,0,0,NA,0,NA,NA
2,"HC",11,"",1,0,3,0,11.6,1,1,8.836,0,1,2.764,2.764,2.764,2.764,2.764,0,0,0,NA,0,NA,NA,1,1,8.836,8.836,8.836,8.836,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,4.4,1,5,1.224,0,3,1.952,0.651,1.139,1.139,1.139,0,1,0.544,0.544,0.544,0.544,0.544,1,2,1.904,0.952,1.224,1.224,0.68,0,0,0,NA,0,NA,NA
2,"HC",13,"",1,0,3,0,14.5,1,3,9.027,0,2,4.975,2.487,3.769,3.769,3.769,0,1,0.498,0.498,0.498,0.498,0.498,1,1,9.027,9.027,9.027,9.027,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,4,1,3,0.595,0,2,3.065,1.533,2.193,2.193,2.193,0,1,0.34,0.34,0.34,0.34,0.34,1,1,0.595,0.595,0.595,0.595,NA,0,0,0,NA,0,NA,NA
2,"HC",14,"",1,1,3,0,25.3,1,5,1.003,0,3,10.072,3.357,6.196,2.465,2.465,0,0,0,NA,0,NA,NA,1,3,9.928,3.309,4.607,1.003,4.607,0,0,0,NA,0,NA,NA,"",1,0,3,0,3.6,1,3,1.887,0,2,1.56,0.78,1.326,1.326,1.326,0,1,0.153,0.153,0.153,0.153,0.153,1,1,1.887,1.887,1.887,1.887,NA,0,0,0,NA,0,NA,NA
2,"HC",15,"",1,0,3,0,14.3,1,3,8.398,0,2,5.579,2.789,4.539,4.539,4.539,0,1,0.323,0.323,0.323,0.323,0.323,1,1,8.398,8.398,8.398,8.398,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,2.2,1,2,0.663,0,1,1.496,1.496,1.496,1.496,1.496,0,1,0.041,0.041,0.041,0.041,0.041,1,1,0.663,0.663,0.663,0.663,NA,0,0,0,NA,0,NA,NA
2,"HC",16,"",1,0,3,0,10.1,1,5,1.19,0,3,7.465,2.488,5.491,5.491,5.491,0,2,1.445,0.722,0.867,0.867,0.867,1,1,1.19,1.19,1.19,1.19,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,1.6,1,3,0.561,0,2,0.614,0.307,0.544,0.544,0.544,0,1,0.425,0.425,0.425,0.425,0.425,1,1,0.561,0.561,0.561,0.561,NA,0,0,0,NA,0,NA,NA
2,"HC",17,"",1,0,3,0,10.1,1,3,0.808,0,2,8.85,4.425,5.459,3.391,3.391,0,0,0,NA,0,NA,NA,1,1,0.808,0.808,0.808,0.808,NA,0,1,0.44,0.44,0.44,0.44,0.44,"",1,0,3,0,2.1,2,2,0.612,0,1,1.488,1.488,1.488,1.488,1.488,1,1,0.306,0.306,0.306,0.306,NA,0,1,0.306,0.306,0.306,0.306,0.306,0,0,0,NA,0,NA,NA
2,"HC",18,"",1,0,3,0,15.7,1,1,13.736,0,1,1.964,1.964,1.964,1.964,1.964,0,0,0,NA,0,NA,NA,1,1,13.736,13.736,13.736,13.736,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,2.2,2,2,2.142,0,1,0.058,0.058,0.058,0.058,0.058,0,1,1.173,1.173,1.173,1.173,1.173,1,1,0.969,0.969,0.969,0.969,NA,0,0,0,NA,0,NA,NA
2,"HC",19,"",1,0,3,0,16.2,1,3,1.445,0,2,14.415,7.208,13.821,13.821,13.821,0,0,0,NA,0,NA,NA,1,1,1.445,1.445,1.445,1.445,NA,0,1,0.34,0.34,0.34,0.34,0.34,"",1,1,3,0,7.6,1,5,0.594,0,3,4.624,1.541,1.648,1.395,1.395,0,1,0.408,0.408,0.408,0.408,0.408,1,1,0.594,0.594,0.594,0.594,NA,0,1,0.37,0.37,0.37,0.37,0.37
2,"HC",20,"",1,0,3,0,7.4,1,4,0.493,0,2,5.887,2.944,4.607,4.607,4.607,0,1,0.51,0.51,0.51,0.51,0.51,1,1,0.493,0.493,0.493,0.493,NA,0,1,0.51,0.51,0.51,0.51,0.51,"",1,0,3,0,4,1,5,0.629,0,3,2.521,0.84,1.598,1.598,1.598,0,1,0.544,0.544,0.544,0.544,0.544,1,1,0.629,0.629,0.629,0.629,NA,0,1,0.31,0.31,0.31,0.31,0.31
2,"HC",21,"",1,0,3,0,8,1,1,0.646,0,1,7.354,7.354,7.354,7.354,7.354,0,0,0,NA,0,NA,NA,1,1,0.646,0.646,0.646,0.646,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,1.5,1,1,0.34,0,1,1.16,1.16,1.16,1.16,1.16,0,0,0,NA,0,NA,NA,1,1,0.34,0.34,0.34,0.34,NA,0,0,0,NA,0,NA,NA
2,"HC",23,"",1,0,3,0,17.1,0,6,NA,1,4,15.859,3.965,5.049,3.587,5.049,0,2,0.986,0.493,0.561,0.561,0.561,0,0,0,NA,0,NA,NA,0,1,0.26,0.26,0.26,0.26,0.26,"",1,0,3,0,2.5,1,1,0.546,0,1,1.954,1.954,1.954,1.954,1.954,0,0,0,NA,0,NA,NA,1,1,0.546,0.546,0.546,0.546,NA,0,0,0,NA,0,NA,NA
2,"HC",24,"",1,1,3,0,23.3,3,3,15.368,0,1,4.632,4.632,4.632,4.632,4.632,0,1,0.476,0.476,0.476,0.476,0.476,1,2,14.892,7.446,12.699,12.699,2.193,0,0,0,NA,0,NA,NA,"",1,0,3,0,5,1,3,1.241,0,2,3.453,1.726,2.28,1.173,1.173,0,0,0,NA,0,NA,NA,1,1,1.241,1.241,1.241,1.241,NA,0,1,0.31,0.31,0.31,0.31,0.31
2,"HC",25,"",1,0,3,0,3.7,1,3,0.476,0,2,2.918,1.459,2.499,2.499,2.499,0,0,0,NA,0,NA,NA,1,1,0.476,0.476,0.476,0.476,NA,0,1,0.31,0.31,0.31,0.31,0.31,"",1,0,3,0,1.5,1,1,0.187,0,1,1.313,1.313,1.313,1.313,1.313,0,0,0,NA,0,NA,NA,1,1,0.187,0.187,0.187,0.187,NA,0,0,0,NA,0,NA,NA
2,"HC",26,"",1,0,3,0,14,4,11,4.029,0,4,4.845,1.211,2.55,2.55,2.55,1,3,1.08,0.36,0.425,0.272,0.425,0,5,8.075,1.615,3.808,1.785,1.785,0,0,0,NA,0,NA,NA,"",1,0,3,0,2,1,1,0.867,0,1,1.133,1.133,1.133,1.133,1.133,0,0,0,NA,0,NA,NA,1,1,0.867,0.867,0.867,0.867,NA,0,0,0,NA,0,NA,NA
2,"HC",27,"",1,0,3,0,14.8,4,4,7.956,0,1,6.844,6.844,6.844,6.844,6.844,0,2,2.958,1.479,2.448,0.51,0.51,1,2,4.998,2.499,2.567,2.431,2.567,0,0,0,NA,0,NA,NA,"",1,0,3,0,4.7,2,2,1.258,0,1,3.442,3.442,3.442,3.442,3.442,0,1,0.629,0.629,0.629,0.629,0.629,1,1,0.629,0.629,0.629,0.629,NA,0,0,0,NA,0,NA,NA
2,"HC",28,"",1,0,3,0,12.7,1,1,0.85,0,1,11.85,11.85,11.85,11.85,11.85,0,0,0,NA,0,NA,NA,1,1,0.85,0.85,0.85,0.85,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,4.6,1,4,0.493,0,2,3.307,1.654,2.27,1.037,1.037,0,1,0.493,0.493,0.493,0.493,0.493,1,1,0.493,0.493,0.493,0.493,NA,0,1,0.31,0.31,0.31,0.31,0.31
2,"HC",29,"",1,0,3,0,9.3,1,5,0.714,0,3,7.923,2.641,3.605,1.853,1.853,0,2,0.663,0.332,0.34,0.34,0.34,1,1,0.714,0.714,0.714,0.714,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,4.3,1,5,0.765,0,3,2.974,0.991,1.258,1.258,1.258,0,1,0.391,0.391,0.391,0.391,0.391,1,1,0.765,0.765,0.765,0.765,NA,0,1,0.17,0.17,0.17,0.17,0.17
2,"HC",30,"",1,0,3,0,4.6,1,3,0.476,0,2,3.971,1.985,2.958,2.958,2.958,0,0,0,NA,0,NA,NA,1,1,0.476,0.476,0.476,0.476,NA,0,1,0.15,0.15,0.15,0.15,0.15,"",1,0,3,0,4.2,1,3,0.629,0,2,3.231,1.615,2.822,2.822,2.822,0,0,0,NA,0,NA,NA,1,1,0.629,0.629,0.629,0.629,NA,0,1,0.34,0.34,0.34,0.34,0.34
2,"HC",31,"",1,0,3,0,10.7,1,1,6.052,0,1,4.648,4.648,4.648,4.648,4.648,1,1,6.052,6.052,6.052,6.052,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,"",1,1,3,0,10.1,1,5,0.408,0,3,2.957,0.986,1.275,1.241,1.241,0,2,2.635,1.318,1.921,0.714,0.714,1,1,0.408,0.408,0.408,0.408,NA,0,0,0,NA,0,NA,NA
2,"HC",32,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,0,3,0,4.3,3,3,3.009,0,1,1.291,1.291,1.291,1.291,1.291,0,1,1.462,1.462,1.462,1.462,1.462,1,1,0.748,0.748,0.748,0.748,NA,0,1,0.8,0.8,0.8,0.8,0.8
2,"HC",33,"",1,0,3,0,7.8,1,3,2.924,0,2,4.247,2.124,4.199,4.199,4.199,0,0,0,NA,0,NA,NA,1,1,2.924,2.924,2.924,2.924,NA,0,1,0.63,0.63,0.63,0.63,0.63,"",1,0,3,0,1.4,0,2,NA,1,2,0.924,0.462,0.652,0.272,0.652,0,1,0.476,0.476,0.476,0.476,0.476,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
2,"HC",34,"",1,0,3,0,12.8,2,7,0.918,0,3,7.836,2.612,4.046,4.046,4.046,0,1,0.527,0.527,0.527,0.527,0.527,1,2,3.094,1.547,2.703,0.391,2.703,0,2,1.34,0.67,1.17,1.17,1.17,"",1,0,3,0,2.9,1,3,0.357,0,1,1.394,1.394,1.394,1.394,1.394,1,2,0.792,0.396,0.435,0.357,0.435,0,0,0,NA,0,NA,NA,0,1,0.71,0.71,0.71,0.71,0.71
2,"HC",35,"",1,0,3,0,12.1,1,2,9.872,0,1,1.671,1.671,1.671,1.671,1.671,0,1,0.557,0.557,0.557,0.557,0.557,1,1,9.872,9.872,9.872,9.872,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,1.9,1,2,0.829,0,1,1.041,1.041,1.041,1.041,1.041,0,1,0.03,0.03,0.03,0.03,0.03,1,1,0.829,0.829,0.829,0.829,NA,0,0,0,NA,0,NA,NA
2,"HC",36,"",1,0,3,0,6.1,1,3,1.071,0,2,4.638,2.319,2.7,1.938,1.938,0,0,0,NA,0,NA,NA,1,1,1.071,1.071,1.071,1.071,NA,0,1,0.39,0.39,0.39,0.39,0.39,"",1,0,3,0,2.3,1,1,0.527,0,1,1.773,1.773,1.773,1.773,1.773,0,0,0,NA,0,NA,NA,1,1,0.527,0.527,0.527,0.527,NA,0,0,0,NA,0,NA,NA
2,"HC",37,"",1,0,3,0,11.3,1,7,0.765,0,4,8.954,2.239,3.961,3.961,3.961,1,4,2.346,0.586,0.765,0.765,0.748,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,1.6,1,3,0.646,0,2,0.733,0.366,0.493,0.493,0.493,0,1,0.221,0.221,0.221,0.221,0.221,1,1,0.646,0.646,0.646,0.646,NA,0,0,0,NA,0,NA,NA
2,"HC",38,"",1,0,3,0,6.9,1,5,0.629,0,3,4.911,1.637,2.057,2.057,2.057,0,1,0.731,0.731,0.731,0.731,0.731,1,1,0.629,0.629,0.629,0.629,NA,0,1,0.63,0.63,0.63,0.63,0.63,"",1,0,3,0,5.4,1,7,0.425,0,4,3.003,0.751,1.224,1.224,1.224,0,2,1.309,0.654,0.765,0.765,0.765,1,1,0.425,0.425,0.425,0.425,NA,0,1,0.66,0.66,0.66,0.66,0.66
2,"LC",53,"",1,0,3,0,9.6,1,4,1.343,0,2,6.443,3.221,4.097,4.097,4.097,0,0,0,NA,0,NA,NA,1,1,1.343,1.343,1.343,1.343,NA,0,2,1.81,0.91,0.93,0.93,0.93,"",1,0,3,0,4.2,0,0,NA,1,1,4.2,4.2,4.2,4.2,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
2,"LC",54,"",1,0,3,0,13.7,1,5,0.561,0,3,12.374,4.125,7.888,3.961,3.961,1,2,0.969,0.485,0.561,0.561,0.408,0,0,0,NA,0,NA,NA,0,1,0.36,0.36,0.36,0.36,0.36,"",1,0,3,0,3.7,0,2,NA,1,2,2.798,1.399,1.467,1.467,1.331,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,1,0.9,0.9,0.9,0.9,0.9
2,"LC",56,"",1,0,3,0,8.8,1,3,1.506,0,2,6.444,3.222,3.543,3.543,3.543,0,1,0.85,0.85,0.85,0.85,0.85,1,1,1.506,1.506,1.506,1.506,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,2,1,2,0.544,0,1,1.275,1.275,1.275,1.275,1.275,0,1,0.181,0.181,0.181,0.181,0.181,1,1,0.544,0.544,0.544,0.544,NA,0,0,0,NA,0,NA,NA
2,"LC",57,"",1,0,3,3,0,1,10,0.272,0,5,16.158,3.232,5.78,5.78,5.78,0,4,2.618,0.655,0.986,0.561,0.561,1,2,1.224,0.612,0.952,0.272,0.952,0,0,0,NA,0,NA,NA,"",1,0,3,3,NA,1,5,1.054,0,3,4.164,1.388,1.853,1.819,1.819,0,2,0.782,0.391,0.408,0.374,0.374,1,1,1.054,1.054,1.054,1.054,NA,0,0,0,NA,0,NA,NA
2,"LC",58,"",1,1,3,0,25.3,1,3,4.756,0,2,13.935,6.967,8.776,8.776,8.776,0,1,1.309,1.309,1.309,1.309,1.309,1,1,4.756,4.756,4.756,4.756,NA,0,0,0,NA,0,NA,NA,"",1,0,3,3,NA,0,2,NA,1,2,5.643,2.822,2.907,2.907,2.736,0,1,0.357,0.357,0.357,0.357,0.357,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
2,"LC",59,"",1,0,3,0,9.4,1,9,0.34,0,5,4.997,0.999,2.669,2.669,2.669,0,1,0.731,0.731,0.731,0.731,0.731,1,3,2.975,0.992,1.802,0.34,0.833,0,1,0.7,0.7,0.7,0.7,0.7,"",1,0,3,0,4.9,1,2,2.635,0,1,1.105,1.105,1.105,1.105,1.105,0,0,0,NA,0,NA,NA,1,1,2.635,2.635,2.635,2.635,NA,0,1,1.16,1.16,1.16,1.16,1.16
2,"LC",60,"",1,1,3,0,27.8,1,7,0.663,0,4,14.492,3.623,9.571,9.571,9.571,0,2,4.42,2.21,3.672,3.672,3.672,1,1,0.663,0.663,0.663,0.663,NA,0,1,0.42,0.42,0.42,0.42,0.42,"",1,1,3,0,9.4,1,3,0.629,0,2,3.994,1.997,2.345,1.649,1.649,0,0,0,NA,0,NA,NA,1,2,2.006,1.003,1.377,0.629,1.377,0,0,0,NA,0,NA,NA
2,"LC",61,"",1,0,3,0,5.7,1,2,0.663,0,1,5.032,5.032,5.032,5.032,5.032,0,0,0,NA,0,NA,NA,1,1,0.663,0.663,0.663,0.663,NA,0,1,0.01,0.01,0.01,0.01,0.01,"",1,0,3,0,4.2,1,5,0.051,0,3,3.503,1.168,2.533,2.533,2.533,0,1,0.306,0.306,0.306,0.306,0.306,1,1,0.051,0.051,0.051,0.051,NA,0,1,0.34,0.34,0.34,0.34,0.34
2,"LC",62,"",1,1,3,0,25.2,3,3,18.7,0,1,1.3,1.3,1.3,1.3,1.3,0,1,0.544,0.544,0.544,0.544,0.544,1,2,18.156,9.078,17.391,17.391,0.765,0,0,0,NA,0,NA,NA,"",1,1,3,0,7.9,2,4,4.318,0,2,1.359,0.68,0.714,0.714,0.714,0,1,0.204,0.204,0.204,0.204,0.204,1,2,4.437,2.218,4.114,4.114,0.323,0,0,0,NA,0,NA,NA
2,"LC",63,"",1,1,3,0,31.8,NA,7,NA,0,0,0,NA,0,NA,NA,1,4,1.683,0.421,0.527,0.527,0.306,0,4,18.317,4.579,6.681,5.865,5.865,0,0,0,NA,0,NA,NA,"",1,1,3,0,16.8,999,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,1,1,6,6,6,6,NA,0,0,0,NA,0,NA,NA
2,"LC",64,"",1,1,3,0,28.2,1,5,0.799,0,3,8.083,2.694,4.947,4.947,4.947,0,1,0.612,0.612,0.612,0.612,0.612,1,2,11.305,5.652,10.506,0.799,10.506,0,0,0,NA,0,NA,NA,"",1,1,3,0,7.6,1,1,4.079,0,1,1.921,1.921,1.921,1.921,1.921,0,0,0,NA,0,NA,NA,1,1,4.079,4.079,4.079,4.079,NA,0,0,0,NA,0,NA,NA
2,"LC",65,"kein ET",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,3,0,7.4,1,3,1.431,0,2,4.11,2.055,3.026,3.026,3.026,0,1,0.459,0.459,0.459,0.459,0.459,1,1,1.431,1.431,1.431,1.431,NA,0,0,0,NA,0,NA,NA
2,"LC",66,"",1,1,3,0,28.8,1,11,0.255,0,6,15.886,2.648,6.8,2.992,2.992,1,6,4.114,0.686,1.071,0.255,0.272,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,"",1,1,3,0,6.1,0,4,NA,1,3,4.674,1.558,2.635,2.635,1.122,0,1,0.561,0.561,0.561,0.561,0.561,0,0,0,NA,0,NA,NA,0,1,0.77,0.77,0.77,0.77,0.77
