"Exp","HMI","VPNr","TC10_comment","TC10_valid","TC10_EB_triggered","TC10_lvl_notification","TC10_lvl_end","TC10_TimeToL0","TC10_nth_gaze_to_ic","TC10_n_gazes_till_EB_or_TO","TC10_ic_glance_allocation_time","TC10_ic_glance_at_start","TC10_ic_n_glances_after_start","TC10_ic_total_duration","TC10_ic_mean_duration","TC10_ic_max_duration","TC10_ic_1st_glance_duration_incl_start","TC10_ic_1st_glance_duration_without_start","TC10_street_glance_at_start","TC10_street_n_glances_after_start","TC10_street_total_duration","TC10_street_mean_duration","TC10_street_max_duration","TC10_street_1st_glance_duration_incl_start","TC10_street_1st_glance_duration_without_start","TC10_surt_glance_at_start","TC10_surt_n_glances_after_start","TC10_surt_total_duration","TC10_surt_mean_duration","TC10_surt_max_duration","TC10_surt_1st_glance_duration_incl_start","TC10_surt_1st_glance_duration_without_start","TC10_wheel_glance_at_start","TC10_wheel_n_glances_after_start","TC10_wheel_total_duration","TC10_wheel_mean_duration","TC10_wheel_max_duration","TC10_wheel_1st_glance_duration_incl_start","TC10_wheel_1st_glance_duration_without_start","TC12_comment","TC12_valid","TC12_EB_triggered","TC12_lvl_notification","TC12_lvl_end","TC12_TimeToL0","TC12_nth_gaze_to_ic","TC12_n_gazes_till_EB_or_TO","TC12_ic_glance_allocation_time","TC12_ic_glance_at_start","TC12_ic_n_glances_after_start","TC12_ic_total_duration","TC12_ic_mean_duration","TC12_ic_max_duration","TC12_ic_1st_glance_duration_incl_start","TC12_ic_1st_glance_duration_without_start","TC12_street_glance_at_start","TC12_street_n_glances_after_start","TC12_street_total_duration","TC12_street_mean_duration","TC12_street_max_duration","TC12_street_1st_glance_duration_incl_start","TC12_street_1st_glance_duration_without_start","TC12_surt_glance_at_start","TC12_surt_n_glances_after_start","TC12_surt_total_duration","TC12_surt_mean_duration","TC12_surt_max_duration","TC12_surt_1st_glance_duration_incl_start","TC12_surt_1st_glance_duration_without_start","TC12_wheel_glance_at_start","TC12_wheel_n_glances_after_start","TC12_wheel_total_duration","TC12_wheel_mean_duration","TC12_wheel_max_duration","TC12_wheel_1st_glance_duration_incl_start","TC12_wheel_1st_glance_duration_without_start"
2,"LC",67,"",1,1,3,0,21.5,5,12,6.477,0,4,9.035,2.259,4.377,2.754,2.754,0,4,1.615,0.404,0.442,0.442,0.442,1,5,9.35,1.87,3.162,2.72,1.938,0,0,0,NA,0,NA,NA,"",1,1,3,0,8.1,1,7,0.414,0,4,4.685,1.171,1.768,1.768,1.768,0,2,0.357,0.179,0.289,0.289,0.289,1,1,0.414,0.414,0.414,0.414,NA,0,1,0.54,0.54,0.54,0.54,0.54
2,"LC",69,"",1,0,3,0,4.9,1,3,0.751,0,2,3.52,1.76,2.788,2.788,2.788,0,1,0.629,0.629,0.629,0.629,0.629,1,1,0.751,0.751,0.751,0.751,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,5.2,1,5,1.105,0,3,3.245,1.082,1.326,1.326,1.326,0,2,0.85,0.425,0.731,0.731,0.731,1,1,1.105,1.105,1.105,1.105,NA,0,0,0,NA,0,NA,NA
2,"LC",70,"",1,0,3,0,6,1,3,0.765,0,2,4.504,2.252,4.148,4.148,4.148,0,0,0,NA,0,NA,NA,1,1,0.765,0.765,0.765,0.765,NA,0,1,0.73,0.73,0.73,0.73,0.73,"",1,1,3,0,16.2,999,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,1,1,6,6,6,6,NA,0,0,0,NA,0,NA,NA
2,"LC",71,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"LC",72,"",1,1,3,0,43.1,NA,8,NA,0,0,0,NA,0,NA,NA,0,4,4.078,1.02,1.649,0.831,0.831,1,5,15.922,3.184,5.295,2.601,1.906,0,0,0,NA,0,NA,NA,"",1,1,3,0,19.3,999,4,NA,0,0,0,NA,0,NA,NA,0,2,1.649,0.824,0.935,0.935,0.935,1,3,4.351,1.45,2.805,1.224,2.805,0,0,0,NA,0,NA,NA
2,"LC",73,"kein ET",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kein ET",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"LC",74,"",1,1,3,0,27.6,NA,8,NA,0,0,0,NA,0,NA,NA,0,4,2.006,0.502,0.884,0.884,0.884,1,5,17.994,3.599,5.771,2.346,5.771,0,0,0,NA,0,NA,NA,"",1,1,3,0,9.7,0,3,NA,1,2,5.467,2.733,4.913,4.913,0.554,0,2,0.533,0.267,0.296,0.296,0.296,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
2,"LC",75,"",1,1,3,0,38,NA,1,NA,0,0,0,NA,0,NA,NA,1,1,0.255,0.255,0.255,0.255,NA,0,1,19.745,19.745,19.745,19.745,19.745,0,0,0,NA,0,NA,NA,"",1,1,3,0,18,999,3,NA,0,0,0,NA,0,NA,NA,0,2,0.9,0.45,0.544,0.544,0.544,1,2,5.1,2.55,3.468,1.632,3.468,0,0,0,NA,0,NA,NA
2,"LC",76,"",1,0,3,0,9.7,1,3,0.663,0,2,8.697,4.349,6.256,6.256,6.256,0,1,0.34,0.34,0.34,0.34,0.34,1,1,0.663,0.663,0.663,0.663,NA,0,0,0,NA,0,NA,NA,"",1,1,3,0,7.6,0,2,NA,1,2,5.694,2.847,4.116,4.116,1.578,0,1,0.306,0.306,0.306,0.306,0.306,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
2,"LC",77,"",1,1,3,0,21.6,5,5,16.796,0,1,3.204,3.204,3.204,3.204,3.204,0,2,1.428,0.714,0.799,0.629,0.629,1,3,15.368,5.123,9.554,9.554,5.151,0,0,0,NA,0,NA,NA,"",1,1,3,0,8.4,1,3,1.088,0,2,4.13,2.065,3.23,3.23,3.23,0,1,0.782,0.782,0.782,0.782,0.782,1,1,1.088,1.088,1.088,1.088,NA,0,0,0,NA,0,NA,NA
2,"LC",78,"",1,0,3,0,8.1,1,4,3.689,0,2,3.323,1.662,2.822,2.822,2.822,0,1,0.45,0.45,0.45,0.45,0.45,1,1,3.689,3.689,3.689,3.689,NA,0,1,0.64,0.64,0.64,0.64,0.64,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"LC",79,"",1,0,3,3,0,NA,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,1,1,20,20,20,20,NA,0,0,0,NA,0,NA,NA,"",1,0,3,3,NA,999,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,1,1,6,6,6,6,NA,0,0,0,NA,0,NA,NA
2,"LC",80,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,3,0,18.2,999,2,NA,0,0,0,NA,0,NA,NA,0,1,0.544,0.544,0.544,0.544,0.544,1,2,5.456,2.728,4.148,4.148,1.308,0,0,0,NA,0,NA,NA
2,"LC",81,"",1,1,3,0,28.2,5,8,8.67,0,2,6.842,3.421,6.8,6.8,6.8,0,3,2.312,0.771,1.054,0.578,0.578,1,4,10.846,2.712,3.808,1.19,3.383,0,0,0,NA,0,NA,NA,"",1,1,3,0,7.9,0,6,NA,1,4,4.402,1.101,2.465,0.204,2.465,0,1,0.034,0.034,0.034,0.034,0.034,0,1,0.323,0.323,0.323,0.323,0.323,0,1,1.24,1.24,1.24,1.24,1.24
2,"LC",82,"",1,1,3,0,21.6,1,7,2.807,0,3,11.209,3.736,6.63,0.95,0.95,0,3,2.618,0.873,1.105,1.105,1.105,1,2,6.173,3.086,3.366,2.807,3.366,0,0,0,NA,0,NA,NA,"",1,1,3,0,7.5,0,3,NA,1,2,4.521,2.26,2.447,2.074,2.447,0,1,0.799,0.799,0.799,0.799,0.799,0,1,0.68,0.68,0.68,0.68,0.68,0,0,0,NA,0,NA,NA
3,"HC",1,"starts on other",1,0,3,0,14.5,1,6,0.595,0,3,12.574,4.191,4.777,4.777,4.777,0,3,1.331,0.444,0.612,0.612,0.612,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,2.9,1,4,0.408,0,2,1.632,0.816,1.377,1.377,1.377,0,2,0.86,0.43,0.544,0.544,0.544,1,1,0.408,0.408,0.408,0.408,NA,0,0,0,NA,0,NA,NA
3,"HC",2,"",1,0,3,0,10.8,3,5,7.837,0,1,1.836,1.836,1.836,1.836,1.836,0,2,0.957,0.479,0.748,0.748,0.748,1,3,8.007,2.669,4.913,4.913,2.176,0,0,0,NA,0,NA,NA,"",1,0,3,0,3,1,2,1.503,0,1,1.411,1.411,1.411,1.411,1.411,0,1,0.086,0.086,0.086,0.086,0.086,1,1,1.503,1.503,1.503,1.503,NA,0,0,0,NA,0,NA,NA
3,"HC",3,"",1,1,3,0,26.1,NA,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,1,1,20,20,20,20,NA,0,0,0,NA,0,NA,NA,"",1,1,3,0,10.9,1,1,3.767,0,1,2.233,2.233,2.233,2.233,2.233,0,0,0,NA,0,NA,NA,1,1,3.767,3.767,3.767,3.767,NA,0,0,0,NA,0,NA,NA
3,"HC",4,"",1,0,3,0,5.6,1,1,0.561,0,1,5.039,5.039,5.039,5.039,5.039,0,0,0,NA,0,NA,NA,1,1,0.561,0.561,0.561,0.561,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,3.4,0,4,NA,1,2,0.595,0.298,0.527,0.068,0.527,0,2,1.989,0.994,1.071,1.071,1.071,0,1,0.816,0.816,0.816,0.816,0.816,0,0,0,NA,0,NA,NA
3,"HC",5,"",1,0,3,0,10,1,2,6.698,0,1,3.264,3.264,3.264,3.264,3.264,0,1,0.038,0.038,0.038,0.038,0.038,1,1,6.698,6.698,6.698,6.698,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,3,1,1,0.969,0,1,2.031,2.031,2.031,2.031,2.031,0,0,0,NA,0,NA,NA,1,1,0.969,0.969,0.969,0.969,NA,0,0,0,NA,0,NA,NA
3,"HC",6,"",1,0,3,0,5.4,1,3,1.414,0,2,3.623,1.812,3.026,3.026,3.026,0,0,0,NA,0,NA,NA,1,1,1.414,1.414,1.414,1.414,NA,0,1,0.36,0.36,0.36,0.36,0.36,"",1,0,3,0,5.2,1,5,0.425,0,3,3.942,1.314,1.924,1.734,1.734,0,1,0.493,0.493,0.493,0.493,0.493,1,1,0.425,0.425,0.425,0.425,NA,0,1,0.34,0.34,0.34,0.34,0.34
3,"HC",7,"",1,1,3,0,27.9,NA,4,NA,0,0,0,NA,0,NA,NA,0,2,1.088,0.544,1.071,1.071,1.071,1,3,18.912,6.304,14.413,14.413,0.017,0,0,0,NA,0,NA,NA,"",1,1,3,0,18.4,2,3,3.247,0,1,2.703,2.703,2.703,2.703,2.703,0,2,0.475,0.238,0.425,0.425,0.425,1,1,2.822,2.822,2.822,2.822,NA,0,0,0,NA,0,NA,NA
3,"HC",8,"starts on other",1,0,3,0,9.7,1,4,1.69,0,2,1.7,0.85,1.156,1.156,1.156,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,2,6.31,3.15,4.51,1.8,1.8,"",1,0,3,3,NA,1,1,1.357,0,1,4.643,4.643,4.643,4.643,4.643,1,1,1.357,1.357,1.357,1.357,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
3,"HC",9,"",1,0,3,0,4.9,1,3,0.748,0,2,3.642,1.821,3.587,3.587,3.587,0,1,0.51,0.51,0.51,0.51,0.51,1,1,0.748,0.748,0.748,0.748,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,1.8,1,2,0.476,0,1,1.105,1.105,1.105,1.105,1.105,0,1,0.219,0.219,0.219,0.219,0.219,1,1,0.476,0.476,0.476,0.476,NA,0,0,0,NA,0,NA,NA
3,"HC",10,"",1,0,3,0,15.1,1,3,10.273,0,2,4.494,2.247,3.455,3.455,3.455,1,2,10.606,5.303,10.273,10.273,0.333,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,1.7,1,1,0.238,0,1,1.462,1.462,1.462,1.462,1.462,1,1,0.238,0.238,0.238,0.238,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
3,"HC",11,"",1,0,3,0,8.3,1,4,0.816,0,2,6.154,3.077,4.182,4.182,4.182,0,1,0.646,0.646,0.646,0.646,0.646,1,1,0.816,0.816,0.816,0.816,NA,0,1,0.68,0.68,0.68,0.68,0.68,"",1,0,3,0,2.2,1,1,0.697,0,1,1.503,1.503,1.503,1.503,1.503,0,0,0,NA,0,NA,NA,1,1,0.697,0.697,0.697,0.697,NA,0,0,0,NA,0,NA,NA
3,"HC",12,"",1,0,3,0,5.4,1,3,0.823,0,2,3.625,1.812,2.448,2.448,2.448,0,1,0.952,0.952,0.952,0.952,0.952,1,1,0.823,0.823,0.823,0.823,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,2.4,1,1,0.84,0,1,1.56,1.56,1.56,1.56,1.56,0,0,0,NA,0,NA,NA,1,1,0.84,0.84,0.84,0.84,NA,0,0,0,NA,0,NA,NA
3,"HC",13,"",1,1,3,0,22.5,5,7,15.861,0,2,3.561,1.781,2.448,2.448,2.448,0,3,1.87,0.623,0.782,0.782,0.782,1,3,14.569,4.856,9.01,4.199,9.01,0,0,0,NA,0,NA,NA,"",1,0,3,0,2.2,1,1,0.816,0,1,1.384,1.384,1.384,1.384,1.384,0,0,0,NA,0,NA,NA,1,1,0.816,0.816,0.816,0.816,NA,0,0,0,NA,0,NA,NA
3,"HC",14,"",1,0,3,0,8,1,1,0.493,0,1,7.507,7.507,7.507,7.507,7.507,1,1,0.493,0.493,0.493,0.493,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,"",1,1,3,0,6.9,0,1,NA,1,1,2.023,2.023,2.023,2.023,NA,0,1,3.977,3.977,3.977,3.977,3.977,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
3,"HC",15,"",1,1,3,0,23.3,1,3,0.935,0,2,18.419,9.21,13.217,5.202,5.202,0,0,0,NA,0,NA,NA,1,1,0.935,0.935,0.935,0.935,NA,0,1,0.65,0.65,0.65,0.65,0.65,"",1,1,3,0,7.5,1,1,0.969,0,1,5.031,5.031,5.031,5.031,5.031,0,0,0,NA,0,NA,NA,1,1,0.969,0.969,0.969,0.969,NA,0,0,0,NA,0,NA,NA
3,"HC",16,"",1,0,3,0,15.1,1,1,13.651,0,1,1.449,1.449,1.449,1.449,1.449,0,0,0,NA,0,NA,NA,1,1,13.651,13.651,13.651,13.651,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,2.6,1,3,0.664,0,2,1.749,0.874,1.682,1.682,1.682,0,1,0.187,0.187,0.187,0.187,0.187,1,1,0.664,0.664,0.664,0.664,NA,0,0,0,NA,0,NA,NA
3,"HC",17,"kein ET",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kein ET",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"HC",18,"",1,0,3,0,15.5,2,5,2.465,0,2,1.866,0.933,1.118,0.748,0.748,0,2,3.026,1.513,2.465,0.561,0.561,1,2,10.608,5.304,8.704,1.904,8.704,0,0,0,NA,0,NA,NA,"",1,0,3,0,2.6,1,2,0.612,0,1,1.836,1.836,1.836,1.836,1.836,0,1,0.152,0.152,0.152,0.152,0.152,1,1,0.612,0.612,0.612,0.612,NA,0,0,0,NA,0,NA,NA
3,"HC",19,"",1,0,3,0,5.8,0,0,NA,1,1,5.8,5.8,5.8,5.8,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,"",1,0,3,0,1.8,1,1,0.578,0,1,1.222,1.222,1.222,1.222,1.222,1,1,0.578,0.578,0.578,0.578,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
3,"HC",20,"",1,0,3,0,9.8,4,4,9.284,0,1,0.516,0.516,0.516,0.516,0.516,0,2,6.528,3.264,4.607,1.921,1.921,1,2,2.756,1.378,1.428,1.328,1.428,0,0,0,NA,0,NA,NA,"",1,0,3,0,2.2,2,3,2.091,0,1,0.034,0.034,0.034,0.034,0.034,0,2,1.605,0.803,1.53,1.53,1.53,1,1,0.561,0.561,0.561,0.561,NA,0,0,0,NA,0,NA,NA
3,"HC",21,"",1,1,3,0,21,1,3,14.518,0,2,4.972,2.486,3.179,3.179,3.179,0,1,0.51,0.51,0.51,0.51,0.51,1,1,14.518,14.518,14.518,14.518,NA,0,0,0,NA,0,NA,NA,"",1,1,3,0,7.3,1,3,0.748,0,2,4.249,2.124,3.128,3.128,3.128,0,1,1.003,1.003,1.003,1.003,1.003,1,1,0.748,0.748,0.748,0.748,NA,0,0,0,NA,0,NA,NA
3,"LC",51,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"LC",52,"",1,1,3,0,21.9,3,5,13.991,0,2,5.55,2.775,3.459,2.091,2.091,0,2,1.198,0.599,0.739,0.739,0.739,1,2,13.252,6.626,12.631,12.631,0.621,0,0,0,NA,0,NA,NA,"",1,1,3,0,7.3,1,3,0.68,0,2,4.572,2.286,3.467,1.105,1.105,0,1,0.748,0.748,0.748,0.748,0.748,1,1,0.68,0.68,0.68,0.68,NA,0,0,0,NA,0,NA,NA
3,"LC",53,"",1,1,3,0,35.4,NA,3,NA,0,0,0,NA,0,NA,NA,0,2,0.773,0.387,0.748,0.748,0.748,1,2,19.227,9.613,16.388,2.839,16.388,0,0,0,NA,0,NA,NA,"",1,1,3,0,11.2,1,3,0.119,0,2,4.827,2.414,3.74,3.74,3.74,1,2,1.173,0.586,1.054,0.119,1.054,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
3,"LC",54,"",1,1,3,0,25.5,1,8,0.51,0,4,15.079,3.77,8.721,8.721,8.721,1,1,0.51,0.51,0.51,0.51,NA,0,4,4.411,1.103,1.887,1.887,1.887,0,0,0,NA,0,NA,NA,"",1,0,3,0,4.6,1,1,2.434,0,1,2.166,2.166,2.166,2.166,2.166,0,0,0,NA,0,NA,NA,1,1,2.434,2.434,2.434,2.434,NA,0,0,0,NA,0,NA,NA
3,"HC",55,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"HC",56,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"LC",57,"",1,0,3,3,0,NA,2,NA,0,0,0,NA,0,NA,NA,0,1,0.612,0.612,0.612,0.612,0.612,1,2,19.388,9.694,12.308,12.308,7.08,0,0,0,NA,0,NA,NA,"",1,1,3,0,7.7,1,1,2.057,0,1,3.943,3.943,3.943,3.943,3.943,1,1,2.057,2.057,2.057,2.057,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
3,"LC",58,"",1,1,3,0,26.5,NA,2,NA,0,0,0,NA,0,NA,NA,0,1,0.51,0.51,0.51,0.51,0.51,1,2,19.49,9.745,10.404,10.404,9.086,0,0,0,NA,0,NA,NA,"",1,1,3,0,9,1,1,4.114,0,1,1.886,1.886,1.886,1.886,1.886,0,0,0,NA,0,NA,NA,1,1,4.114,4.114,4.114,4.114,NA,0,0,0,NA,0,NA,NA
3,"LC",59,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"LC",60,"",1,0,3,0,6.6,0,2,NA,1,2,5.92,2.96,3.094,3.094,2.826,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,1,0.68,0.68,0.68,0.68,0.68,"",1,1,3,0,7.1,1,1,2.431,0,1,3.569,3.569,3.569,3.569,3.569,1,1,2.431,2.431,2.431,2.431,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
3,"LC",61,"",1,1,3,0,27.4,NA,2,NA,0,0,0,NA,0,NA,NA,0,1,0.51,0.51,0.51,0.51,0.51,1,2,19.49,9.745,9.987,9.503,9.987,0,0,0,NA,0,NA,NA,"",1,0,3,0,4.2,0,2,NA,1,2,3.265,1.632,3.213,3.213,0.052,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,0,1,0.94,0.94,0.94,0.94,0.94
3,"LC",62,"",1,1,3,0,27.2,NA,5,NA,0,0,0,NA,0,NA,NA,0,3,15.954,5.318,10.863,10.863,10.863,1,3,4.046,1.349,1.819,0.952,1.275,0,0,0,NA,0,NA,NA,"",1,1,3,0,9.6,NA,3,NA,0,0,0,NA,0,NA,NA,1,2,0.51,0.255,0.323,0.187,0.323,0,2,5.49,2.745,5.253,5.253,5.253,0,0,0,NA,0,NA,NA
3,"LC",63,"",1,1,3,0,25.4,NA,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,1,1,20,20,20,20,NA,0,0,0,NA,0,NA,NA,"",1,1,3,0,14,NA,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,1,1,6,6,6,6,NA,0,0,0,NA,0,NA,NA
3,"LC",64,"",1,1,3,0,27.2,NA,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,1,1,20,20,20,20,NA,0,0,0,NA,0,NA,NA,"",1,1,3,0,7.6,1,1,2.227,0,1,3.773,3.773,3.773,3.773,3.773,0,0,0,NA,0,NA,NA,1,1,2.227,2.227,2.227,2.227,NA,0,0,0,NA,0,NA,NA
3,"LC",65,"",1,1,3,0,26.3,3,4,17.952,0,1,0.663,0.663,0.663,0.663,0.663,0,2,3.7,1.85,2.315,2.315,2.315,1,2,15.637,7.819,15.467,0.17,15.467,0,0,0,NA,0,NA,NA,"",1,1,3,0,14.3,NA,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,1,1,6,6,6,6,NA,0,0,0,NA,0,NA,NA
3,"LC",66,"",1,1,3,0,22,3,5,12.852,0,2,5.244,2.622,3.867,1.377,1.377,0,2,3.281,1.64,1.904,1.377,1.377,1,2,11.475,5.738,9.248,9.248,2.227,0,0,0,NA,0,NA,NA,"",1,1,3,0,6.9,NA,0,3.553,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,1,1,6,6,6,6,NA,0,0,0,NA,0,NA,NA
3,"LC",67,"",1,1,3,0,21.7,2,6,4.046,0,3,14.254,4.751,11.118,11.118,11.118,0,3,2.669,0.89,1.207,0.969,0.969,1,1,3.077,3.077,3.077,3.077,NA,0,0,0,NA,0,NA,NA,"",1,1,3,0,11.5,NA,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,1,1,6,6,6,6,NA,0,0,0,NA,0,NA,NA
3,"LC",68,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"LC",69,"",1,0,3,0,14.5,3,3,11.305,0,1,3.195,3.195,3.195,3.195,3.195,0,1,3.094,3.094,3.094,3.094,3.094,1,2,8.211,4.106,7.055,1.156,7.055,0,0,0,NA,0,NA,NA,"",1,1,3,0,6.7,2,3,2.108,0,1,3.689,3.689,3.689,3.689,3.689,1,1,0.935,0.935,0.935,0.935,NA,0,1,1.173,1.173,1.173,1.173,1.173,0,1,0.2,0.2,0.2,0.2,0.2
3,"LC",70,"",1,1,3,0,24.2,NA,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,1,1,20,20,20,20,NA,0,0,0,NA,0,NA,NA,"",1,1,3,0,12,NA,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,1,1,6,6,6,6,NA,0,0,0,NA,0,NA,NA
3,"LC",71,"",1,0,3,0,12.8,1,3,8.126,0,2,3.824,1.912,2.278,2.278,2.278,0,0,0,NA,0,NA,NA,1,1,8.126,8.126,8.126,8.126,NA,0,1,0.85,0.85,0.85,0.85,0.85,"",1,0,3,0,2.7,1,5,0.547,0,3,1.598,0.533,0.938,0.938,0.938,0,0,0,NA,0,NA,NA,1,1,0.547,0.547,0.547,0.547,NA,0,2,0.56,0.28,0.37,0.18,0.18
