"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","VP","HMI","Datum","Wetter","Licht","AutomatStufeBefunden","AutomatStufeBefunden[other]","AenderungVerfuegbark","FallsJa","FallsJa[other]","HaendeLenkrad","Emails","Sonderanmerkungen","Notiz","ER1","q0r496","q0r496[other]","r94q0","r440q0","r440q0[other]","r182q0","r164q0","q0r969","q0r262","ER2","q0r972","q0r972[other]","r215q0","r564q0","r564q0[other]","r554q0","r329q0","Probleme","fallsjaproblem","q0r994","q0r624","ER3","q0r888","q0r888[other]","r665q0","r207q0","r207q0[other]","r274q0","r274q1","q0r3","q0r337","ER4","q0r341","q0r341[other]","r676q0","r217q0","r217q0[other]","r36q0","r448q0","r500q0","r729q0","q0r409","q0r873","ER5","q0r432","q0r432[other]","r462q0","r608q0","r608q0[other]","FallsJa2","FallsJa2[other]","r711q0","r5q0","q0r933","q0r157","ER6","q0r842","q0r842[other]","r159q0","r808q0","r808q0[other]","r734q0","r620q0","q0r676","q0r791","ER7","q0r204","q0r204[other]","r77q0","r29q0","r29q0[other]","r64q0","r175q0","q0r774","q0r98","ER8","q0r691","q0r691[other]","r582q0","r243q0","r243q0[other]","r185q0","r36q1","r438q0","r17q0","q0r355","q0r255","ER9","q0r940","q0r940[other]","r405q0","r754q0","r754q0[other]","r733q0","r733q0[other]","r801q0","r235q0","q0r299","q0r360","q0r485","q0r216","ER10","q0r64","q0r64[other]","r850q0","r972q0","r972q0[other]","r722q0","r230q0","r469q0","r138q0","q0r83","q0r805","TC11","q0r522","q0r522[other]","r225q0","r822q0","r822q0[other]","r857q0","r857q0[other]","r769q0","r658q0","r663q0","r314q0","q0r1017","q0r594","ER12"
"78","2020-10-27 11:55:34","1","de","","2020-10-27 10:52:52","2020-10-27 11:55:34","34","A1","2020-10-27 11:13:06","A3","A2","A3","","N","","","N","N","","","A2","A3","","N","","","N","Y","Gefühl ich muss weniger Kontrolle übernehmen ","","A3","A5","","N","","","Y","Y","N","","","","A1","A5","","N","","","Y","Y","","","A1","A3","","N","","","N","N","Y","Mir war nicht klar, dass ich nur Wechsel Taste drücken musste, habe zuerst aus gedrückt ","Sobald ich mich mit Tablet beschäftige fahre ich 10 kmh mehr und muss oft korrigieren , ich denke wenn ich mich weniger konzentriere kontrolliere ich Fuß auf Gas weniger","","A3","A3","","N","","","","","Y","Y","","","A3","A3","","N","","","N","N","","","A3","A3","","N","","","N","N","Gefühlt am Anfang wahrgenommen dass etwas schief gefahren, dann noch korrigiert,  am Ende hat das Auto gefühlt gar nicht mehr mitgelenkt","Spielt die ganze Zeit surt","A1","A5","","N","","","Y","Y","N","","Deutlicher unterschied zwischen fahrmodi, Fahrzeug reagiert ganz anders. Denke in automatisierten merke ich sofort dass das Auto viel ruhiger , wie auf Schienen fährt, deshalb besseres Gefühl etwas auf Tablet zu tun","","A1","A1","","Y","-oth-","In manuell wechseln ","A1","","N","N","Y","Anfangs schwer ersichtlich wie ich in manuell komme, dachte ich kann einfach durchwechseln","","","A3","A5","","Y","-oth-","Assistenz verfügbar ","Y","Y","N","","","","A1","A1","","N","","","","","N","N","N","","Keine Verfügbarkeit aber Aufforderung: Steuer sofort übernehmen,  Sensorfehler ","","A1"
"79","2020-10-27 14:31:22","1","de","","2020-10-27 13:29:10","2020-10-27 14:31:22","35","A1","2020-10-27 13:43:21","A3","A2","A1","","N","","","N","N","","","A1","A1","","Y","A3","","N","N","","","A1","A5","","Y","A3","","Y","Y","N","","","","A1","A5","","N","","","Y","Y","","P gibt  Gas in automatisierten fahren","A1","A3","","N","","","N","N","N","","","","A1","A3","","Y","A7","","A1","","N","N","","","A1","A3","","N","","","N","N","","","A1","A3","","Y","A4","","N","N","","","A1","A5","","N","","","Y","Y","N","","","","A1","A1","","Y","-oth-","Bitte übernehmen ","A1","","N","N","N","","Musste hinschauen, ohne ton schwierig,  hätte ich auch übersehen können","","A2","A5","","N","","","Y","Y","N","","","","A1","A1","","Y","-oth-","Sofort übernehmen ","A1","","N","N","N","","","","A1"
"80","2020-10-27 16:51:41","1","de","","2020-10-27 15:54:58","2020-10-27 16:51:41","77","A2","2020-10-27 15:55:10","A2","A2","A1","","N","","","N","N","","","A1","A1","","Y","A4","","N","N","","","A1","A3","","N","","","N","N","N","","","","A4","A3","","N","","","N","N","","","A4","A3","","N","","","N","N","N","","Probleme mit Begriffen, deshalb am Anfang immer im falschen Level und hier auch nicht geschaltet","","A4","A3","","N","","","","","N","N","","","A1","A3","","N","","","N","N","","O merkt bei Verfügbarkeit Frage an, dass automatisiert nicht verfügbar,  Änderung sei aber nicht während fahrt gewesen","A1","A3","","Y","A4","","N","N","","","A1","A5","","N","","","Y","Y","N","","","","A1","A1","","Y","A8","","-oth-","System irgendwas","N","N","N","","","","A2","A5","","Y","A3","","Y","Y","N","","","","A1","A1","","Y","A8","","A1","","N","N","N","","","","A2"
"81","2020-10-29 09:41:36","1","de","","2020-10-29 09:03:05","2020-10-29 09:41:36","78","A2","2020-10-29 09:03:15","A4","A2","A1","","N","","","N","Y","","","A1","A5","","Y","A4","","N","Y","","P denkt ist in automatisierten fahren und spielt surt ","A3","A5","","Y","-oth-","Geschwindigkeit und Spurhaltung","N","Y","Y","Ungewohnt die Kontrolle über Fahrzeug nicht zu haben","","","A4","A5","","Y","-oth-","Anzeige bllau","Y","Y","","","A4","A3","","Y","-oth-","Farbwechsel","Y","Y","N","","","","A4","A3","","N","","","","","Y","Y","","","A4","A3","","Y","-oth-","Farbwechsel","N","Y","","","A4","A3","","Y","-oth-","Anzeigen und Spurgaltung wechseln","N","Y","","","A2","A5","","Y","-oth-","Anzeigen , Lenkung,  spurhaltung","Y","Y","N","","","","A1","A5","","Y","-oth-","Spurhaltung","A3","","N","N","N","","","","A2","A5","","N","","","N","N","N","","","","A1","A5","","N","","","","","Y","Y","N","","","","A4"
"82","2020-10-29 12:22:09","1","de","","2020-10-29 11:02:39","2020-10-29 12:22:09","79","A2","2020-10-29 11:02:50","A4","A2","A1","","N","","","N","N","Wenn sich etwas geändert hat, dann habe ich nichts bemerkt","","A1","A1","","N","","","N","N","","P testet mit Händen von Lenkrad ob Auto automatisiert fährt ","A1","-oth-","Assistenten","Y","-oth-","In Spur geblieben ","Y","N","N","","","P fährt manuell ohne Hände, VL greift kurz vor Ende der Fahrt ein, da Auto von Spur abzukommen droht","A4","A3","","Y","-oth-","Steuer nicht mehr so fest in Hand halten","N","N","","P sehr unsicher was automationsstufe angeht, Hände von l entfernt, Hinweis von VL um notbremsung zu vermeiden","A4","A5","","N","","","Y","Y","Y","Merke den unterschied nicht, wollte jetzt erstmal gucken ob das Auto wirklich in der Spur bleibt","","","A4","A3","","Y","-oth-","Musste nicht mehr so viel lenken","A3","","N","N","Nachfrage was im assistiert gemacht werden muss. Erklärung vl, system überwachen","Wieder hände von steuer, hod Meldung und eingriff von vl","A4","A5","","N","","","Y","Y","Von gefühl her automatisiert, kann es nicht genau sagen, musste ich wegen Geschwindigkeit hände an steuer tun? Blau und gelb in Anzeige, weiß aber nicht was was ist. Vom Gefühl her würde ich sagen gelb ist assistiert u blau automatisiert ","Große Schwierigkeiten bei Beantwortung der 1. Frage","A3","A5","","Y","-oth-","Farbe","Y","Y","","","A4","-oth-","Kann ich nicht sagen","Y","-oth-","Lenkrad steuert","Y","Y","N","","Warum werden die Sachen so unmerklich gemacht, Stufe muss klar verständlich sein, ist für mich gar nicht nachvollziehbar. Dachte immer ich finde es über Fahrverhalten raus. Kein Problem mit Wechsel an sich, sondern mit Unterscheidung der stufen","Verwirrung warum h an l wenn Auto selber lenkt, geht davon aus dass Auto nur in automatisiert selber lenkt","A4","A5","","Y","-oth-","Hände von steuer","A3","","Y","Y","N","","","Keinerlei Reaktion auf Anzeige ","A4","A5","","Y","-oth-","Hände vom steuer","Y","Y","N","","","","A1","A5","","Y","-oth-","Lenkrad hat gelenkt","A3","","Y","Y","Y","Drücken nicht, merke den unterschied immer noch nicht","","Keinerlei Reaktion auf Anzeige,  Aufforderung zur Übernahme durch VL, da nur Hände ans Lenkrad genommen","A5"
"83","2020-10-29 14:26:48","1","de","","2020-10-29 13:27:02","2020-10-29 14:26:48","36","A1","2020-10-29 13:27:17","A4","A3","A1","","N","","","Y","N","","","A1","A1","","N","","","N","N","","","A1","A5","","Y","-oth-","Tempomat und Spurassistenf","Y","Y","N","","","","A4","A5","","Y","-oth-","Tempo und lenkung","Y","Y","","","A4","A3","","N","","","Y","Y","N","","","","A4","A5","","Y","-oth-","Fahrzeug übernimmt kontrolle","A3","","Y","Y","","","A2","A3","","N","","","N","N","Bin jetzt erst ein bisschen drauf gekommen ","","A2","A5","","N","","","Y","Y","Erst im assistierten, dann ist das automatisierte gekommen","P dachte bei verfügbarkeitsänderung dass Fahrzeug jetzt in automatisierten fahren ist","A1","A5","","N","","","Y","Y","N","","","","A2","A1","","Y","-oth-","Musste wieder alles selber machen","A3","","N","N","N","","","","A2","A5","","Y","-oth-","Spur und Geschwindigkeit von Auto übernommen","Y","Y","N","","","","A1","A1","","Y","-oth-","Selbst fahren müssen","-oth-","Aufforderung durch ton","N","N","N","","","","A1"
"84","2020-10-29 16:47:11","1","de","","2020-10-29 15:51:37","2020-10-29 16:47:11","37","A1","2020-10-29 15:51:45","A4","A3","-oth-","Normales fahren","N","","","N","N","","","A1","-oth-","Normal ","N","","","N","N","Habe mich nicht getraut Tablet zu bedienen ","","A1","A3","","Y","-oth-","Spurhaltung","Y","Y","Y","Wusste nicht was ich drücken muss, wusste nicht welche Taste assistiert und welche automatisiert,  da steht zweimal aut","","","A4","A5","","N","","","Y","Y","Mir fällt es schwer mich auf Tablet zu konzentrieren,  habe das Gefühl ich muss auf Straße schauen. Tu mich etwas schwer mit automatisiert und assistiert (mit Begriffen und Einstellungen)","","A2","A3","","N","","","N","N","N","","","","A1","A3","","Y","A7","","A3","","N","N","Unsicher ob nebenaufgabe machen soll oder nicht","","A1","A3","","N","","","N","N","","","A1","A3","","Y","A4","","N","N","","","A1","A5","","N","","","Y","Y","N","","","","A1","A1","","Y","-oth-","Muss übernehmen ","A3","","N","N","N","","","","A2","A5","","Y","-oth-","Beides verfügbar ","Y","Y","N","","","","A1","A1","","N","","","","","N","N","N","","","","A1"
"85","2020-10-30 10:06:47","1","de","","2020-10-30 09:00:29","2020-10-30 10:06:47","80","A2","2020-10-30 09:00:45","A3","A2","A1","","N","","","N","N","","","A1","A1","","N","","","N","N","Dachte er hat automatisiertes fahren aktiviert, weil das Display das gesagt hat. ","P spielt surt und droht von Straße abzukommen, ","A5","A1","","N","","","N","N","N","","Habe gedrückt, automatisiert würde aber nicht aktiviert. Gemerkt weil Auto langsamer geworden. Wäre gut wenn man einen Hinweis bekommt (z.b. grünes licht) sobald Assistenz aktiviert, vermisse Vibrationen am Lenkrad ","","A4","A1","","N","","","N","N","Ganz normal gefahren,  ohne assistenz. Ich bin es ja gewohnt automatisiert zu fahren, hier merkt man gar nichts am Lenkrad.  Vielleicht drücke ich den falschen Knopf, vielleicht muss ich erst einschalten. Bin es von Mercedes anders gewöhnt. Warum muss ich erst einschalten wenn ich auch direkt automatisiert fahren könnte? Finde ich überflüssig ","","A4","-oth-","Vollautomatisch ","Y","-oth-","Spur gehalten","Y","Y","N","","War nicht sicher welche Stufe ich hatte, das könnte ich nicht unterscheiden. System sollte mir klar machen was was ist","P sagt während der Fahrt, dass das Auto in die Spur zurück lenkt und deshalb im automatisierten sein müsste (WaR aber assistiert )","A2","A5","","N","","","","","Y","Y","Unsicher in welcher stufe ich mich befinde. Sollte klar kommuniziert werden und was ich nebenbei machen darf. Könnte auch auf Handy oder Tablet dann angezeigt werden","P hat Hände nicht am Lenkrad,  hod zeigt notbremsung,  p bremst runter . Tc wird manuell zu Ende gefahren ","A5","A5","","Y","-oth-","Geschwindigkeit und Spurghaltung ","Y","Y","Immernoch unsicher in welcher stufe","","A4","A1","","Y","","","Y","Y","System ist trotz Lenkrad Eingriff im automatisierten fahren ... Bin gewohnt dass das System neu startet wenn ich eingreife. War überrascht dass das Auto weitergefahren ist als ich in Lenkrad eingegriffen  habe","Verstehe seine Aussage nicht. HOD überdeckt verfügbarkeitsmeldung. P bremst ab und bleibt stehen bei Notbremsung.  Tc wird manuell zuende gefahren ","A4","-oth-","Vollassistiert","N","","","Y","Y","Y","Erkennte Unterschied zwischen stufen nicht","Mehr mit Tönen arbeiten  damit ich was merke wenn ich abgelenkt bin","P spielt immer surt, dieht hod nie, scheint nicht zu verstehen wann jände ans steuer müssen. Bleibt immer stehen wenn das Auto notbremsung anzeigt","A4","-oth-","Vollautomatisch ","Y","-oth-","Hat anfangs bei einschalten nicht gelenkt","A3","","N","N","N","","","Meldung überdeckt HOD, nur Ton  zu hören, daraufhin bremst p","A5","A1","","N","","","N","N","Y","Nicht erkennbar , ist System ein oder aus, immer unsicher","","Wieder HOD notbremsung,  manuell zu Ende gefahren ","A5","A5","","Y","-oth-","Reagiert bei einschalten ","A3","","Y","Y","Y","Erkenne immer noch nicht welches System aktiviert ","","","A4"
"86","2020-10-30 11:53:00","1","de","","2020-10-30 11:08:26","2020-10-30 11:53:00","38","A1","2020-10-30 11:08:57","A3","A2","A1","","N","","","N","N","","","A1","A1","","Y","A4","","N","N","","","A1","A3","","N","","","N","N","N","","Unterschied zwischen automatisiert und assistiert war für mich noch nicht ganz eindeutig. Weiß auch nicht ob ich Meldung gesehen hätte wenn ich sehr abgelenkt bin (Hod)","","A4","A3","","N","","","N","N","","P hat wohl verständnisprobleme mit dem Begriff   , habe nachgefragt,  verstehe ihre Aussage aber nicht so ganz","A4","A3","","Y","-oth-","Hätte auch in automatisiert schalten können","N","N","Y","Hatte Probleme mit begrifflichkeiten, erst jetzt ist klar geworden, dass ich schon vorher eine Stufe weiter schalten sollte","","","A3","A3","","Y","A7","","A1","","N","N","","","A1","A3","","N","","","N","N","","","A1","A3","","Y","A4","","N","N","","","A1","A5","","N","","","Y","Y","N","","","","A1","A1","","Y","A7","","A1","","N","N","N","","Habe es aus augenwinkel gesehen, würde mir aber zusätzlichen sound wünschen ","","A3","A5","","Y","A3","","Y","Y","N","","","","A1","A1","","Y","A7","","A1","","N","N","Y","Unterbewusste reaktion war ganz leicht zu bremsen, damit ging es aber nicht weg, deshalb knopf gedrückt ","","","A2"
"87","2020-10-30 14:45:40","1","de","","2020-10-30 13:55:24","2020-10-30 14:45:40","81","A2","2020-10-30 13:56:24","A3","A2","A1","","N","","","N","N","","","A1","A1","","Y","A4","","N","N","","","A1","A3","","Y","A2","","N","N","N","","Hätte Verfügbarkeit prominenter erwartet und nicht so klein auf der rechten seite ","","A4","-oth-","Level 3","N","","","Y","Y","","P beschreibt skala für Verfügbarkeit korrekt","A1","A3","","N","","","N","N","N","","","","A1","A3","","Y","A7","","-oth-","Sensordefekt","N","N","","","A1","A3","","N","","","N","N","","","A1","A3","","Y","A4","","N","N","","","A1","A5","","N","","","Y","Y","N","","","","A1","A1","","Y","A7","","A3","","N","N","N","","Hinweis sehr leicht zu verpassen, weil nur visuell und nicht akustisch. Notbremsung aufforderung da muss man ja sofort reagieren ","Hat die Anzeige gesehen, hat nicht reagiert weil auf Ansage gewartet","A4","A5","","N","","","Y","Y","N","","","","A1","A1","","Y","A8","","A1","","N","N","N","","Notbremsung nur gelb dargestellt, in rot gewünscht, oder mit rotem Hintergrund ","Farbfehlsichtigkeit?","A2"
"88","2020-10-30 17:08:46","1","de","","2020-10-30 16:05:49","2020-10-30 17:08:46","82","A2","2020-10-30 16:05:57","A3","A3","A1","","N","","","N","N","","","A1","A1","","Y","A3","","N","N","","","A1","A5","","N","","","Y","Y","N","","Muss je schlenker fahren um automation zu testen","","A3","A5","","N","","","Y","Y","","","A1","A1","","N","","","N","N","N","","Wusste nicht, dass System ausschaltet wenn ich bremse . Komisch, dass das Bremsen die Stufe beendet, und komisch dass es keinen merklichen unterschied zwischen assistiert und automatisiert gibt","P bremst unaufgefordert um zu testen, tc manuell zu Ende gefahren","A3","-oth-","Zweite","Y","A7","","A1","","N","N","","Hod notbremsung,  Aufforderung von vl","A3","A1","","N","","","N","N","","Automation durch lenken Übersteuert","A4","A1","","Y","A4","","N","N","","","A3","A1","","N","","","N","N","N","","","Bremst und beendet die Automation unaufgefordert,  tc manuell zu Ende gefahren ","A3","A1","","N","","","","","N","N","N","","Systemgrenze,  übernehmen Sie. Was bedeutet das? Finde ich unlogisch. Wenn das Display so eine notbremsung anzeigt, ist das eine Katastrophe,  kann viel zu leicht übersehen werden , akustische Meldung fehlt ","","A3","A5","","Y","A4","","Y","Y","Y","Finde es blöd das System einzuschalten und dann zu wechseln. Bei drei Stufen reicht doch ein Knopf für Stufe 0, assistiert und automatisiert ","","","A3","A1","","N","","","","","N","N","N","","","","A2"

