"variable","Exp","HMI","n","n_notNA","mean","sd","median","min","max","frequencies"
"TC12_ic_total_duration",2,"LC",28,25,2.84,2.05,3.5,0,5.69,NA
"TC12_ic_total_duration",3,"HC",23,20,2.12,1.34,1.69,0.03,5.03,NA
"TC12_ic_total_duration",3,"LC",19,16,2.08,1.87,2.03,0,4.83,NA
"TC12_street_total_duration",1,"HC",26,22,0.48,0.48,0.32,0,1.45,NA
"TC12_street_total_duration",1,"LC",26,25,0.43,0.59,0.28,0,2.07,NA
"TC12_street_total_duration",2,"HC",33,32,0.49,0.58,0.4,0,2.63,NA
"TC12_street_total_duration",2,"LC",28,25,0.38,0.41,0.31,0,1.65,NA
"TC12_street_total_duration",3,"HC",23,20,0.66,0.98,0.23,0,3.98,NA
"TC12_street_total_duration",3,"LC",19,16,0.49,0.79,0,0,2.43,NA
"TC12_surt_total_duration",1,"HC",26,22,0.62,0.3,0.72,0,0.99,NA
"TC12_surt_total_duration",1,"LC",26,25,1.18,1.84,0.51,0,6,NA
"TC12_surt_total_duration",2,"HC",33,32,0.61,0.45,0.59,0,1.9,NA
"TC12_surt_total_duration",2,"LC",28,25,2.11,2.28,1.09,0,6,NA
"TC12_surt_total_duration",3,"HC",23,20,0.85,0.93,0.68,0,3.77,NA
"TC12_surt_total_duration",3,"LC",19,16,2.92,2.63,2.33,0,6,NA
"TC12_wheel_total_duration",1,"HC",26,22,0.32,0.33,0.4,0,1.12,NA
"TC12_wheel_total_duration",1,"LC",26,25,0.22,0.25,0.15,0,0.73,NA
"TC12_wheel_total_duration",2,"HC",33,32,0.15,0.27,0,0,0.95,NA
"TC12_wheel_total_duration",2,"LC",28,25,0.2,0.39,0,0,1.24,NA
"TC12_wheel_total_duration",3,"HC",23,20,0.02,0.08,0,0,0.34,NA
"TC12_wheel_total_duration",3,"LC",19,16,0.11,0.27,0,0,0.94,NA
"TC10_ic_mean_duration",1,"HC",26,22,1.92,0.83,1.89,0.76,3.77,NA
"TC10_ic_mean_duration",1,"LC",26,22,2.89,2.81,2.15,0.8,14.49,NA
"TC10_ic_mean_duration",2,"HC",33,31,3.3,2.29,2.61,1.02,11.85,NA
"TC10_ic_mean_duration",2,"LC",28,19,3.14,1.4,3.22,1,6.97,NA
"TC10_ic_mean_duration",3,"HC",23,18,3.09,2.4,2.04,0.52,9.21,NA
"TC10_ic_mean_duration",3,"LC",19,8,2.83,1.21,2.87,0.66,4.75,NA
"TC10_street_mean_duration",1,"HC",26,19,0.65,0.39,0.56,0.24,1.85,NA
"TC10_street_mean_duration",1,"LC",26,12,0.67,0.51,0.53,0.12,1.8,NA
"TC10_street_mean_duration",2,"HC",33,19,0.95,1.3,0.56,0.32,6.05,NA
"TC10_street_mean_duration",2,"LC",28,20,0.72,0.43,0.64,0.26,2.21,NA
"TC10_street_mean_duration",3,"HC",23,13,1.18,1.48,0.54,0.04,5.3,NA
"TC10_street_mean_duration",3,"LC",19,11,1.45,1.53,0.61,0.39,5.32,NA
"TC10_surt_mean_duration",1,"HC",26,21,3.38,3.29,2.28,0.41,8.69,NA
"TC10_surt_mean_duration",1,"LC",26,25,4.31,6.34,1.04,0.1,20,NA
"TC10_surt_mean_duration",2,"HC",33,27,3.06,3.73,1.19,0.48,13.74,NA
"TC10_surt_mean_duration",2,"LC",28,22,4.32,5.47,2.9,0.61,20,NA
"TC10_surt_mean_duration",3,"HC",23,15,5.38,6.06,2.67,0.56,20,NA
"TC10_surt_mean_duration",3,"LC",19,15,9.12,6.34,8.13,1.1,20,NA
"TC10_wheel_mean_duration",1,"HC",26,18,0.63,0.3,0.59,0.14,1.19,NA
"TC10_wheel_mean_duration",1,"LC",26,12,0.58,0.34,0.5,0.2,1.54,NA
"TC10_wheel_mean_duration",2,"HC",33,15,0.52,0.23,0.56,0.15,1.12,NA
"TC10_wheel_mean_duration",2,"LC",28,7,0.54,0.3,0.64,0.01,0.91,NA
"TC10_wheel_mean_duration",3,"HC",23,4,1.21,1.3,0.66,0.36,3.15,NA
"TC10_wheel_mean_duration",3,"LC",19,2,0.76,0.12,0.76,0.68,0.85,NA
"TC12_ic_mean_duration",1,"HC",26,22,1.29,0.6,1.18,0.29,2.82,NA
"TC12_ic_mean_duration",1,"LC",26,23,1.75,1.51,1.24,0.38,5.6,NA
"TC12_ic_mean_duration",2,"HC",33,32,1.39,0.89,1.26,0.06,4.15,NA
"TC12_ic_mean_duration",2,"LC",28,19,1.83,0.86,1.56,0.68,4.2,NA
"TC12_ic_mean_duration",3,"HC",23,20,1.78,1.23,1.48,0.03,5.03,NA
"TC12_ic_mean_duration",3,"LC",19,10,2.59,1.12,2.35,0.53,3.94,NA
"TC12_street_mean_duration",1,"HC",26,16,0.5,0.35,0.36,0.15,1.45,NA
"TC12_street_mean_duration",1,"LC",26,14,0.52,0.22,0.54,0.1,0.9,NA
"TC12_street_mean_duration",2,"HC",33,23,0.52,0.36,0.44,0.03,1.46,NA
"TC12_street_mean_duration",2,"LC",28,17,0.42,0.23,0.39,0.03,0.82,NA
"TC12_street_mean_duration",3,"HC",23,14,0.77,1,0.46,0.09,3.98,NA
"TC12_street_mean_duration",3,"LC",19,6,1.17,0.87,0.84,0.26,2.43,NA
"TC12_surt_mean_duration",1,"HC",26,20,0.65,0.25,0.72,0.22,0.99,NA
"TC12_surt_mean_duration",1,"LC",26,20,1.44,1.97,0.58,0.03,6,NA
"TC12_surt_mean_duration",2,"HC",33,28,0.66,0.34,0.63,0.09,1.89,NA
"TC12_surt_mean_duration",2,"LC",28,19,2.18,1.97,1.43,0.05,6,NA
"TC12_surt_mean_duration",3,"HC",23,16,1.07,0.92,0.78,0.41,3.77,NA
"TC12_surt_mean_duration",3,"LC",19,12,3.66,2.27,3.43,0.55,6,NA
"TC12_wheel_mean_duration",1,"HC",26,12,0.56,0.21,0.5,0.37,1.12,NA
"TC12_wheel_mean_duration",1,"LC",26,13,0.43,0.18,0.41,0.15,0.73,NA
"TC12_wheel_mean_duration",2,"HC",33,10,0.49,0.26,0.36,0.17,0.95,NA
"TC12_wheel_mean_duration",2,"LC",28,6,0.82,0.35,0.84,0.34,1.24,NA
"TC12_wheel_mean_duration",3,"HC",23,1,0.34,NA,0.34,0.34,0.34,NA
"TC12_wheel_mean_duration",3,"LC",19,3,0.47,0.41,0.28,0.2,0.94,NA
"TC10_ic_max_duration",1,"HC",26,22,3.72,1.77,3.41,1.44,8.09,NA
"TC10_ic_max_duration",1,"LC",26,25,3.91,3.01,3.55,0,14.49,NA
"TC10_ic_max_duration",2,"HC",33,31,4.56,2.72,4.05,1.5,13.82,NA
"TC10_ic_max_duration",2,"LC",28,24,4.06,2.91,4.12,0,9.57,NA
"TC10_ic_max_duration",3,"HC",23,20,3.4,3.03,3.1,0,13.22,NA
"TC10_ic_max_duration",3,"LC",19,16,2.27,3.36,0.33,0,11.12,NA
"TC10_street_max_duration",1,"HC",26,22,0.94,1.22,0.71,0,5.95,NA
"TC10_street_max_duration",1,"LC",26,25,0.63,1.31,0,0,5.49,NA
"TC10_street_max_duration",2,"HC",33,31,0.65,1.16,0.48,0,6.05,NA
"TC10_street_max_duration",2,"LC",28,24,0.77,0.75,0.62,0,3.67,NA
"TC10_street_max_duration",3,"HC",23,20,1.19,2.4,0.51,0,10.27,NA
"TC10_street_max_duration",3,"LC",19,16,1.44,2.67,0.56,0,10.86,NA
"TC10_surt_max_duration",1,"HC",26,22,3.43,3.25,2.36,0,8.69,NA
"TC10_surt_max_duration",1,"LC",26,25,5.43,7.08,1.68,0.1,20,NA
"TC10_surt_max_duration",2,"HC",33,31,2.99,3.96,1.05,0,13.74,NA
"TC10_surt_max_duration",2,"LC",28,24,5.12,6.09,3.26,0,20,NA
"TC10_surt_max_duration",3,"HC",23,20,4.93,6.29,1.17,0,20,NA
"TC10_surt_max_duration",3,"LC",19,16,10.52,6.69,10.2,0,20,NA
"TC10_wheel_max_duration",1,"HC",26,22,0.74,0.75,0.71,0,3.48,NA
"TC10_wheel_max_duration",1,"LC",26,25,0.28,0.38,0,0,1.54,NA
"TC10_wheel_max_duration",2,"HC",33,31,0.27,0.34,0,0,1.17,NA
"TC10_wheel_max_duration",2,"LC",28,24,0.16,0.3,0,0,0.93,NA
"TC10_wheel_max_duration",3,"HC",23,20,0.31,1.01,0,0,4.51,NA
"TC10_wheel_max_duration",3,"LC",19,16,0.1,0.26,0,0,0.85,NA
"TC12_ic_max_duration",1,"HC",26,22,2.01,0.87,1.99,0.66,3.59,NA
"TC12_ic_max_duration",1,"LC",26,25,2.2,1.68,1.67,0,5.71,NA
"TC12_ic_max_duration",2,"HC",33,32,1.62,0.89,1.36,0.06,4.15,NA
"TC12_ic_max_duration",2,"LC",28,25,1.85,1.44,1.85,0,4.91,NA
"TC12_ic_max_duration",3,"HC",23,20,1.94,1.2,1.62,0.03,5.03,NA
"TC12_ic_max_duration",3,"LC",19,16,1.9,1.71,2.03,0,3.94,NA
"TC12_street_max_duration",1,"HC",26,22,0.41,0.39,0.32,0,1.45,NA
"TC12_street_max_duration",1,"LC",26,25,0.35,0.43,0.28,0,1.66,NA
"TC12_street_max_duration",2,"HC",33,32,0.42,0.46,0.4,0,1.92,NA
"TC12_street_max_duration",2,"LC",28,25,0.31,0.3,0.3,0,0.94,NA
"TC12_street_max_duration",3,"HC",23,20,0.59,0.93,0.23,0,3.98,NA
"TC12_street_max_duration",3,"LC",19,16,0.47,0.78,0,0,2.43,NA
"TC12_surt_max_duration",1,"HC",26,22,0.6,0.3,0.66,0,0.99,NA
"TC12_surt_max_duration",1,"LC",26,25,1.16,1.84,0.51,0,6,NA
"TC12_surt_max_duration",2,"HC",33,32,0.59,0.4,0.59,0,1.89,NA
"TC12_surt_max_duration",2,"LC",28,25,1.89,2.09,1.09,0,6,NA
"TC12_surt_max_duration",3,"HC",23,20,0.85,0.93,0.68,0,3.77,NA
"TC12_surt_max_duration",3,"LC",19,16,2.9,2.62,2.33,0,6,NA
"TC12_wheel_max_duration",1,"HC",26,22,0.31,0.32,0.4,0,1.12,NA
"TC12_wheel_max_duration",1,"LC",26,25,0.22,0.25,0.15,0,0.73,NA
"TC12_wheel_max_duration",2,"HC",33,32,0.15,0.27,0,0,0.95,NA
"TC12_wheel_max_duration",2,"LC",28,25,0.2,0.39,0,0,1.24,NA
"TC12_wheel_max_duration",3,"HC",23,20,0.02,0.08,0,0,0.34,NA
"TC12_wheel_max_duration",3,"LC",19,16,0.09,0.25,0,0,0.94,NA
"TC10_ic_1st_glance_duration_incl_start",1,"HC",26,22,3.32,2.06,3.13,0.31,8.09,NA
"TC10_ic_1st_glance_duration_incl_start",1,"LC",26,22,4.1,3.01,3.67,0.4,14.49,NA
"TC10_ic_1st_glance_duration_incl_start",2,"HC",33,31,4.04,2.78,3.39,1.33,13.82,NA
"TC10_ic_1st_glance_duration_incl_start",2,"LC",28,19,4.34,2.29,3.96,0.95,9.57,NA
"TC10_ic_1st_glance_duration_incl_start",3,"HC",23,18,3.31,1.87,3.22,0.52,7.51,NA
"TC10_ic_1st_glance_duration_incl_start",3,"LC",19,8,4.07,3.76,2.69,0.66,11.12,NA
"TC10_street_1st_glance_duration_incl_start",1,"HC",26,19,0.52,0.32,0.4,0.07,1.29,NA
"TC10_street_1st_glance_duration_incl_start",1,"LC",26,12,0.54,0.28,0.54,0.12,1.18,NA
"TC10_street_1st_glance_duration_incl_start",2,"HC",33,19,0.95,1.29,0.56,0.27,6.05,NA
"TC10_street_1st_glance_duration_incl_start",2,"LC",28,20,0.79,0.73,0.6,0.26,3.67,NA
"TC10_street_1st_glance_duration_incl_start",3,"HC",23,13,1.47,2.68,0.65,0.04,10.27,NA
"TC10_street_1st_glance_duration_incl_start",3,"LC",19,11,2.02,3.05,0.75,0.51,10.86,NA
"TC10_surt_1st_glance_duration_incl_start",1,"HC",26,21,3.48,3.33,2.44,0.37,8.69,NA
"TC10_surt_1st_glance_duration_incl_start",1,"LC",26,25,4.65,6.91,0.68,0.1,20,NA
"TC10_surt_1st_glance_duration_incl_start",2,"HC",33,27,3.14,4.13,1.05,0.39,13.74,NA
"TC10_surt_1st_glance_duration_incl_start",2,"LC",28,22,4.56,6.29,1.93,0.27,20,NA
"TC10_surt_1st_glance_duration_incl_start",3,"HC",23,15,5.79,6.54,1.9,0.56,20,NA
"TC10_surt_1st_glance_duration_incl_start",3,"LC",19,15,8.82,7.16,9.25,0.17,20,NA
"TC10_wheel_1st_glance_duration_incl_start",1,"HC",26,18,0.67,0.4,0.66,0.14,1.55,NA
"TC10_wheel_1st_glance_duration_incl_start",1,"LC",26,12,0.57,0.35,0.49,0.2,1.54,NA
"TC10_wheel_1st_glance_duration_incl_start",2,"HC",33,15,0.56,0.28,0.56,0.15,1.17,NA
"TC10_wheel_1st_glance_duration_incl_start",2,"LC",28,7,0.54,0.3,0.64,0.01,0.93,NA
"TC10_wheel_1st_glance_duration_incl_start",3,"HC",23,4,0.87,0.63,0.66,0.36,1.8,NA
"TC10_wheel_1st_glance_duration_incl_start",3,"LC",19,2,0.76,0.12,0.76,0.68,0.85,NA
"TC12_ic_1st_glance_duration_incl_start",1,"HC",26,22,1.63,0.95,1.47,0.09,3.59,NA
"TC12_ic_1st_glance_duration_incl_start",1,"LC",26,23,2.12,1.52,1.63,0.06,5.6,NA
"TC12_ic_1st_glance_duration_incl_start",2,"HC",33,32,1.49,0.9,1.27,0.06,4.15,NA
"TC12_ic_1st_glance_duration_incl_start",2,"LC",28,19,2.26,1.24,1.92,0.2,4.91,NA
"TC12_ic_1st_glance_duration_incl_start",3,"HC",23,20,1.91,1.23,1.62,0.03,5.03,NA
"TC12_ic_1st_glance_duration_incl_start",3,"LC",19,10,2.8,1.17,3.39,0.94,3.94,NA
"TC12_street_1st_glance_duration_incl_start",1,"HC",26,16,0.48,0.36,0.36,0.13,1.45,NA
"TC12_street_1st_glance_duration_incl_start",1,"LC",26,14,0.48,0.26,0.48,0.02,0.9,NA
"TC12_street_1st_glance_duration_incl_start",2,"HC",33,23,0.52,0.33,0.48,0.03,1.46,NA
"TC12_street_1st_glance_duration_incl_start",2,"LC",28,17,0.45,0.25,0.37,0.03,0.94,NA
"TC12_street_1st_glance_duration_incl_start",3,"HC",23,14,0.85,1.01,0.52,0.09,3.98,NA
"TC12_street_1st_glance_duration_incl_start",3,"LC",19,6,1.08,0.96,0.84,0.12,2.43,NA
"TC12_surt_1st_glance_duration_incl_start",1,"HC",26,20,0.64,0.26,0.72,0.08,0.99,NA
"TC12_surt_1st_glance_duration_incl_start",1,"LC",26,20,1.45,1.96,0.58,0.04,6,NA
"TC12_surt_1st_glance_duration_incl_start",2,"HC",33,28,0.67,0.36,0.63,0.09,1.89,NA
"TC12_surt_1st_glance_duration_incl_start",2,"LC",28,19,2.27,2.09,1.22,0.05,6,NA
"TC12_surt_1st_glance_duration_incl_start",3,"HC",23,16,1.07,0.92,0.78,0.41,3.77,NA
"TC12_surt_1st_glance_duration_incl_start",3,"LC",19,12,3.87,2.29,4.68,0.55,6,NA
"TC12_wheel_1st_glance_duration_incl_start",1,"HC",26,12,0.57,0.2,0.54,0.39,1.12,NA
"TC12_wheel_1st_glance_duration_incl_start",1,"LC",26,13,0.43,0.18,0.41,0.15,0.73,NA
"TC12_wheel_1st_glance_duration_incl_start",2,"HC",33,10,0.49,0.26,0.36,0.17,0.95,NA
"TC12_wheel_1st_glance_duration_incl_start",2,"LC",28,6,0.82,0.35,0.84,0.34,1.24,NA
"TC12_wheel_1st_glance_duration_incl_start",3,"HC",23,1,0.34,NA,0.34,0.34,0.34,NA
"TC12_wheel_1st_glance_duration_incl_start",3,"LC",19,3,0.44,0.43,0.2,0.18,0.94,NA
"TC10_ic_1st_glance_duration_without_start",1,"HC",26,22,3.33,2.06,3.18,0.31,8.09,NA
"TC10_ic_1st_glance_duration_without_start",1,"LC",26,22,4.11,3,3.67,0.46,14.49,NA
"TC10_ic_1st_glance_duration_without_start",2,"HC",33,31,4.13,2.8,3.39,1.33,13.82,NA
"TC10_ic_1st_glance_duration_without_start",2,"LC",28,19,4.34,2.29,3.96,0.95,9.57,NA
"TC10_ic_1st_glance_duration_without_start",3,"HC",23,17,3.17,1.82,3.18,0.52,7.51,NA
"TC10_ic_1st_glance_duration_without_start",3,"LC",19,8,4.03,3.77,2.55,0.66,11.12,NA
"TC10_street_1st_glance_duration_without_start",1,"HC",26,19,0.54,0.31,0.5,0.07,1.29,NA
"TC10_street_1st_glance_duration_without_start",1,"LC",26,12,0.54,0.28,0.54,0.12,1.18,NA
"TC10_street_1st_glance_duration_without_start",2,"HC",33,18,0.67,0.39,0.56,0.32,2.08,NA
"TC10_street_1st_glance_duration_without_start",2,"LC",28,19,0.8,0.75,0.61,0.27,3.67,NA
"TC10_street_1st_glance_duration_without_start",3,"HC",23,12,0.72,0.46,0.63,0.04,1.92,NA
"TC10_street_1st_glance_duration_without_start",3,"LC",19,10,2.17,3.17,0.86,0.51,10.86,NA
"TC10_surt_1st_glance_duration_without_start",1,"HC",26,7,1.42,1.04,0.99,0.38,3.31,NA
"TC10_surt_1st_glance_duration_without_start",1,"LC",26,7,1.35,0.97,1.14,0.19,2.8,NA
"TC10_surt_1st_glance_duration_without_start",2,"HC",33,7,2.13,1.41,2.19,0.48,4.61,NA
"TC10_surt_1st_glance_duration_without_start",2,"LC",28,12,5.02,5.44,3.37,0.76,19.75,NA
"TC10_surt_1st_glance_duration_without_start",3,"HC",23,5,4.27,4.26,2.18,0.02,9.01,NA
"TC10_surt_1st_glance_duration_without_start",3,"LC",19,10,7.11,5.73,7.07,0.62,16.39,NA
"TC10_wheel_1st_glance_duration_without_start",1,"HC",26,18,0.67,0.4,0.66,0.14,1.55,NA
"TC10_wheel_1st_glance_duration_without_start",1,"LC",26,12,0.57,0.35,0.49,0.2,1.54,NA
"TC10_wheel_1st_glance_duration_without_start",2,"HC",33,15,0.56,0.28,0.56,0.15,1.17,NA
"TC10_wheel_1st_glance_duration_without_start",2,"LC",28,7,0.54,0.3,0.64,0.01,0.93,NA
"TC10_wheel_1st_glance_duration_without_start",3,"HC",23,4,0.87,0.63,0.66,0.36,1.8,NA
"TC10_wheel_1st_glance_duration_without_start",3,"LC",19,2,0.76,0.12,0.76,0.68,0.85,NA
"TC12_ic_1st_glance_duration_without_start",1,"HC",26,22,1.67,0.91,1.47,0.09,3.59,NA
"TC12_ic_1st_glance_duration_without_start",1,"LC",26,22,1.98,1.63,1.57,0.06,5.6,NA
"TC12_ic_1st_glance_duration_without_start",2,"HC",33,32,1.5,0.89,1.27,0.06,4.15,NA
"TC12_ic_1st_glance_duration_without_start",2,"LC",28,18,1.81,0.78,1.71,0.55,3.23,NA
"TC12_ic_1st_glance_duration_without_start",3,"HC",23,19,1.93,1.23,1.56,0.03,5.03,NA
"TC12_ic_1st_glance_duration_without_start",3,"LC",19,10,2.49,1.44,2.87,0.05,3.94,NA
"TC12_street_1st_glance_duration_without_start",1,"HC",26,15,0.5,0.36,0.38,0.13,1.45,NA
"TC12_street_1st_glance_duration_without_start",1,"LC",26,13,0.49,0.27,0.56,0.02,0.9,NA
"TC12_street_1st_glance_duration_without_start",2,"HC",33,22,0.48,0.34,0.43,0.03,1.46,NA
"TC12_street_1st_glance_duration_without_start",2,"LC",28,17,0.45,0.25,0.37,0.03,0.94,NA
"TC12_street_1st_glance_duration_without_start",3,"HC",23,11,0.88,1.12,0.49,0.09,3.98,NA
"TC12_street_1st_glance_duration_without_start",3,"LC",19,3,0.71,0.37,0.75,0.32,1.05,NA
"TC12_surt_1st_glance_duration_without_start",1,"HC",26,2,0.4,0.01,0.4,0.39,0.41,NA
"TC12_surt_1st_glance_duration_without_start",1,"LC",26,2,0.24,0.3,0.24,0.02,0.45,NA
"TC12_surt_1st_glance_duration_without_start",2,"HC",33,2,0.49,0.26,0.49,0.31,0.68,NA
"TC12_surt_1st_glance_duration_without_start",2,"LC",28,7,1.47,1.23,1.31,0.32,3.47,NA
"TC12_surt_1st_glance_duration_without_start",3,"HC",23,1,0.82,NA,0.82,0.82,0.82,NA
"TC12_surt_1st_glance_duration_without_start",3,"LC",19,2,3.21,2.88,3.21,1.17,5.25,NA
"TC12_wheel_1st_glance_duration_without_start",1,"HC",26,12,0.57,0.2,0.54,0.39,1.12,NA
"TC12_wheel_1st_glance_duration_without_start",1,"LC",26,13,0.43,0.18,0.41,0.15,0.73,NA
"TC12_wheel_1st_glance_duration_without_start",2,"HC",33,10,0.49,0.26,0.36,0.17,0.95,NA
"TC12_wheel_1st_glance_duration_without_start",2,"LC",28,6,0.82,0.35,0.84,0.34,1.24,NA
"TC12_wheel_1st_glance_duration_without_start",3,"HC",23,1,0.34,NA,0.34,0.34,0.34,NA
"TC12_wheel_1st_glance_duration_without_start",3,"LC",19,3,0.44,0.43,0.2,0.18,0.94,NA
